,market_tms,btc_price,mkt_cap,total_volumes
1709,2021-07-26 08:01:08.089,38054.32071059608,714165170395.5117,714165170395.5117
1708,2021-07-26 07:01:11.096,38714.2748832547,726549557877.2448,726549557877.2448
1707,2021-07-26 06:01:42.780,38600.79402588712,724418438029.0358,724418438029.0358
1706,2021-07-26 05:03:13.428,38473.72836594121,722032112712.3134,722032112712.3134
1705,2021-07-26 04:00:03.689,38172.55223870471,716426912520.5048,716426912520.5048
1704,2021-07-26 03:01:23.185,38253.3685730153,723402023654.7505,723402023654.7505
1703,2021-07-26 02:01:18.882,38295.368364706694,718678876646.3604,718678876646.3604
1702,2021-07-26 01:01:33.571,36203.034215220905,675999105390.3917,675999105390.3917
1701,2021-07-26 00:01:34.744,35527.01136703237,664681184168.7764,664681184168.7764
1700,2021-07-25 23:01:55.365,34624.035757887905,649775844942.4082,649775844942.4082
1699,2021-07-25 22:03:29.764,34588.61362853799,649363997302.1649,649363997302.1649
1698,2021-07-25 21:00:16.800,34482.63875525766,647076660329.1735,647076660329.1735
1697,2021-07-25 20:01:38.752,34392.00915667318,645423981730.1384,645423981730.1384
1696,2021-07-25 19:00:56.088,34435.26136552917,646133309251.2872,646133309251.2872
1695,2021-07-25 18:00:01.113,34453.68316744446,646450581178.8807,646450581178.8807
1694,2021-07-25 17:00:09.000,34173.69570145744,642336455798.4647,642336455798.4647
1693,2021-07-25 16:00:54.219,34270.907271894575,640933078324.4423,640933078324.4423
1692,2021-07-25 15:00:25.323,34093.53438494518,637659530541.2408,637659530541.2408
1691,2021-07-25 14:00:14.952,34256.56945703916,642505382721.8123,642505382721.8123
1690,2021-07-25 13:02:29.167,34329.357890330364,644093360764.0808,644093360764.0808
1689,2021-07-25 12:00:05.425,34437.34398309639,645682163117.6343,645682163117.6343
1688,2021-07-25 11:00:20.365,34371.43686627568,647140725779.562,647140725779.562
1687,2021-07-25 10:01:02.396,34575.455049610144,648846654459.2191,648846654459.2191
1686,2021-07-25 09:01:09.717,34560.37603488465,648539400146.2969,648539400146.2969
1685,2021-07-25 08:02:12.120,34749.94248766742,652118706471.4388,652118706471.4388
1684,2021-07-25 07:02:38.784,34494.27022278263,647244292755.1304,647244292755.1304
1683,2021-07-25 06:00:52.521,34333.01028338872,644291107998.4249,644291107998.4249
1682,2021-07-25 05:00:23.719,34466.1866494858,646690070800.8503,646690070800.8503
1681,2021-07-25 04:00:38.556,34225.590788352885,642271857962.9319,642271857962.9319
1680,2021-07-25 03:02:53.252,34231.04129659354,642338349109.1691,642338349109.1691
1679,2021-07-25 02:02:30.768,33984.60899822343,637748579446.5153,637748579446.5153
1678,2021-07-25 01:00:11.012,33988.83124756642,638011753230.798,638011753230.798
1677,2021-07-25 00:01:09.289,34296.872673341044,643596629541.2421,643596629541.2421
1676,2021-07-24 23:00:18.918,34055.86702129894,639079629571.5629,639079629571.5629
1675,2021-07-24 22:00:45.454,34164.33337803504,638725452091.9379,638725452091.9379
1674,2021-07-24 21:00:15.984,33996.46504606726,637936352786.8088,637936352786.8088
1673,2021-07-24 20:01:32.483,33813.30397925177,637628002785.0631,637628002785.0631
1672,2021-07-24 19:00:03.290,34296.21201826179,644090570542.4443,644090570542.4443
1671,2021-07-24 18:01:28.979,34302.34937604628,643700085471.5583,643700085471.5583
1670,2021-07-24 17:03:26.078,34458.7530055462,646607178403.8705,646607178403.8705
1669,2021-07-24 16:00:47.679,33872.29491307543,635626722621.9918,635626722621.9918
1668,2021-07-24 15:01:26.259,33934.72561013369,636796154859.9819,636796154859.9819
1667,2021-07-24 14:00:27.713,33834.75369856329,634919303579.6497,634919303579.6497
1666,2021-07-24 13:00:17.304,33880.937243264096,635093213654.5684,635093213654.5684
1665,2021-07-24 12:02:10.576,33883.54521982037,635814816370.8464,635814816370.8464
1664,2021-07-24 11:00:24.296,33945.70139044438,636997434437.8488,636997434437.8488
1663,2021-07-24 10:01:09.069,33833.237237417874,634523551929.8228,634523551929.8228
1662,2021-07-24 09:01:07.007,33655.73375736471,631505190331.4906,631505190331.4906
1661,2021-07-24 08:00:35.155,33847.82727021034,635155934182.0697,635155934182.0697
1660,2021-07-24 07:01:09.848,33950.64620414617,636199217133.6195,636199217133.6195
1659,2021-07-24 06:00:35.318,33784.230594153254,633960850609.6716,633960850609.6716
1658,2021-07-24 05:01:34.926,33752.840981434594,633370778408.6628,633370778408.6628
1657,2021-07-24 04:01:35.221,33672.39261419965,631859686269.2621,631859686269.2621
1656,2021-07-24 03:01:17.283,33702.778712511856,631828459968.5286,631828459968.5286
1655,2021-07-24 02:02:06.529,33649.812226276525,631433241506.686,631433241506.686
1654,2021-07-24 01:00:45.016,33650.72348222896,632076586387.141,632076586387.141
1653,2021-07-24 00:01:23.050,33518.753513625445,628625764480.4508,628625764480.4508
1652,2021-07-23 23:01:11.741,33367.693485902804,626135792353.4183,626135792353.4183
1651,2021-07-23 22:01:07.058,32674.785027284615,613132113829.2823,613132113829.2823
1650,2021-07-23 21:01:29.813,32522.102276693717,610472769118.724,610472769118.724
1649,2021-07-23 20:00:51.226,32311.139560499058,606306804909.1044,606306804909.1044
1648,2021-07-23 19:04:09.261,32180.828599176322,603858418634.3918,603858418634.3918
1647,2021-07-23 18:01:07.055,32299.70117271833,605848403284.2722,605848403284.2722
1646,2021-07-23 17:00:16.540,32225.570482972267,604808101408.1263,604808101408.1263
1645,2021-07-23 16:01:38.124,32405.85303268821,608077587663.1368,608077587663.1368
1644,2021-07-23 15:01:06.857,32501.344945962464,609867197060.9797,609867197060.9797
1643,2021-07-23 14:00:02.868,32547.576203870376,609911757034.5364,609911757034.5364
1642,2021-07-23 13:00:35.399,32378.345834482367,608489299454.4941,608489299454.4941
1641,2021-07-23 12:01:09.962,32386.95411904472,607716482797.8813,607716482797.8813
1640,2021-07-23 11:00:41.010,32382.708883213723,607635399347.4366,607635399347.4366
1639,2021-07-23 10:00:14.518,32419.943277490966,608640314773.3094,608640314773.3094
1638,2021-07-23 09:00:20.336,32500.10162644437,609579591121.1237,609579591121.1237
1637,2021-07-23 08:00:15.651,32506.70707597479,609025629258.5181,609025629258.5181
1636,2021-07-23 07:00:55.714,32616.407599142938,612113349220.3021,612113349220.3021
1635,2021-07-23 06:01:20.464,32699.67029567918,613756727512.8177,613756727512.8177
1634,2021-07-23 05:01:24.947,32701.45678840927,614087249398.9893,614087249398.9893
1633,2021-07-23 04:01:51.570,32612.744040479407,611946116204.9484,611946116204.9484
1632,2021-07-23 03:00:02.180,32653.661626538717,612561508614.3636,612561508614.3636
1631,2021-07-23 02:01:09.191,32858.57716154344,616511337876.6274,616511337876.6274
1630,2021-07-23 01:00:11.817,32397.302244835373,607686924749.0408,607686924749.0408
1629,2021-07-23 00:01:06.919,32385.972609683973,607686924749.0408,607686924749.0408
1628,2021-07-22 23:00:54.960,32265.141094760842,605132287829.3536,605132287829.3536
1627,2021-07-22 22:01:08.065,32269.562944630678,605499012058.7653,605499012058.7653
1626,2021-07-22 21:01:04.461,32340.659806934273,606928795590.7445,606928795590.7445
1625,2021-07-22 20:03:01.296,32377.696904090142,607527010284.1213,607527010284.1213
1624,2021-07-22 19:02:01.892,32335.728530063483,605879647456.2662,605879647456.2662
1623,2021-07-22 18:01:05.864,32447.46826135144,608524747414.5116,608524747414.5116
1622,2021-07-22 17:01:54.426,32427.368844741766,608455183303.6309,608455183303.6309
1621,2021-07-22 16:01:20.398,32540.290282033486,609534377741.8384,609534377741.8384
1620,2021-07-22 15:01:22.186,32306.460381617533,604991030499.9,604991030499.9
1619,2021-07-22 14:00:19.603,32145.31780494659,603263888126.5662,603263888126.5662
1618,2021-07-22 13:01:28.142,32280.779995611963,605699022584.3662,605699022584.3662
1617,2021-07-22 12:01:05.367,31991.08537846151,600261915283.2493,600261915283.2493
1616,2021-07-22 11:01:20.977,31996.302728297385,600611678271.4958,600611678271.4958
1615,2021-07-22 10:01:37.841,31926.572850680794,599048397954.5378,599048397954.5378
1614,2021-07-22 09:02:18.458,32175.18374039387,603712818127.2347,603712818127.2347
1613,2021-07-22 08:00:27.822,32169.651009037287,603607783349.0371,603607783349.0371
1612,2021-07-22 07:01:02.187,32083.4922453297,602100422759.4484,602100422759.4484
1611,2021-07-22 06:00:09.304,31969.425416386686,600839118096.4288,600839118096.4288
1610,2021-07-22 05:01:03.906,32115.619233934656,602595974767.6907,602595974767.6907
1609,2021-07-22 04:00:54.880,32011.082270913834,600626113402.7506,600626113402.7506
1608,2021-07-22 03:00:36.788,31920.42944276937,598924390213.1477,598924390213.1477
1607,2021-07-22 02:01:32.909,32070.840537889653,601833300839.6715,601833300839.6715
1606,2021-07-22 01:01:02.006,32196.9742743501,605561567162.4403,605561567162.4403
1605,2021-07-22 00:01:44.674,32313.670421157323,605357009416.7555,605357009416.7555
1604,2021-07-21 23:00:16.980,32119.049551483193,602646289996.1771,602646289996.1771
1603,2021-07-21 22:01:24.056,31973.68849128743,599918320450.9646,599918320450.9646
1602,2021-07-21 21:00:04.418,31729.79233075018,594199155321.1448,594199155321.1448
1601,2021-07-21 20:02:11.349,31650.07604559962,594124511809.5402,594124511809.5402
1600,2021-07-21 19:01:16.829,32182.519789271148,603383695950.9629,603383695950.9629
1599,2021-07-21 18:01:39.332,32237.117071756278,604113224330.439,604113224330.439
1598,2021-07-21 17:01:20.251,32268.75632013073,605599160554.2621,605599160554.2621
1597,2021-07-21 16:01:21.772,31988.836866814116,600196949480.9733,600196949480.9733
1596,2021-07-21 15:01:14.836,31972.81694171677,596460564004.4229,596460564004.4229
1595,2021-07-21 14:00:05.324,31605.188996642933,593050714231.6326,593050714231.6326
1594,2021-07-21 13:01:03.351,31534.49208699819,591577468018.2612,591577468018.2612
1593,2021-07-21 12:00:38.379,31569.18448743535,592407142512.4618,592407142512.4618
1592,2021-07-21 11:00:47.008,31470.671563742817,590467468153.2346,590467468153.2346
1591,2021-07-21 10:00:19.692,31250.60560243124,580604183018.6129,580604183018.6129
1590,2021-07-21 09:01:28.875,30838.003031692228,579964357657.9459,579964357657.9459
1589,2021-07-21 08:02:56.094,30824.451603830043,579033926006.0448,579033926006.0448
1588,2021-07-21 07:01:44.343,30932.468185362206,579476876092.215,579476876092.215
1587,2021-07-21 06:00:06.059,30797.961738781083,577970193928.6737,577970193928.6737
1586,2021-07-21 05:01:22.684,30810.6347257335,578977363443.3285,578977363443.3285
1585,2021-07-21 04:00:53.433,29938.665089376493,561714264102.6167,561714264102.6167
1584,2021-07-21 03:00:57.559,29964.822890261334,561220278696.2302,561220278696.2302
1583,2021-07-21 02:01:04.526,29747.896577159503,558133010370.3242,558133010370.3242
1582,2021-07-21 01:00:23.116,29659.302838263677,556309400424.875,556309400424.875
1581,2021-07-21 00:01:27.876,29916.705053538768,561725481330.7388,561725481330.7388
1580,2021-07-20 23:00:41.682,29599.878053104498,557265348352.9446,557265348352.9446
1579,2021-07-20 22:00:31.068,29835.161507022196,558250623387.7686,558250623387.7686
1578,2021-07-20 21:00:52.696,29931.05728947631,561579133779.5697,561579133779.5697
1577,2021-07-20 20:01:18.971,29835.41052885925,561233544999.5508,561233544999.5508
1576,2021-07-20 19:01:06.476,29883.09052732276,560712910016.6622,560712910016.6622
1575,2021-07-20 18:00:34.990,29746.809467276566,558106099354.7164,558106099354.7164
1574,2021-07-20 17:00:58.758,29801.278097364047,559995786078.6499,559995786078.6499
1573,2021-07-20 16:00:36.506,29922.172928379743,562525820052.9099,562525820052.9099
1572,2021-07-20 15:01:17.657,29794.44369414409,557695647229.363,557695647229.363
1571,2021-07-20 14:01:01.726,29634.607220256592,555996143707.218,555996143707.218
1570,2021-07-20 13:00:56.255,29851.667000292156,559123199831.4594,559123199831.4594
1569,2021-07-20 12:00:38.248,29753.94802258002,558232950640.2023,558232950640.2023
1568,2021-07-20 11:01:03.286,29759.204902844667,558330090390.7762,558330090390.7762
1567,2021-07-20 10:01:28.967,29612.19532970602,556537019538.3698,556537019538.3698
1566,2021-07-20 09:00:52.630,29772.026412100953,558618222019.7911,558618222019.7911
1565,2021-07-20 08:00:41.844,29875.25084329615,558608120570.0574,558608120570.0574
1564,2021-07-20 07:00:18.997,29696.720784224,558090011501.8151,558090011501.8151
1563,2021-07-20 06:00:09.622,29766.911878463558,558470220493.817,558470220493.817
1562,2021-07-20 05:01:26.979,29772.658743726966,558945663378.3525,558945663378.3525
1561,2021-07-20 04:01:58.271,29689.319956284926,557012079233.6858,557012079233.6858
1560,2021-07-20 03:01:23.600,30322.32005470183,568887447102.0398,568887447102.0398
1559,2021-07-20 02:01:29.002,30721.96792010206,576678423056.8567,576678423056.8567
1558,2021-07-20 01:01:20.326,30974.89741294752,581195789324.4718,581195789324.4718
1557,2021-07-20 00:01:45.224,30928.211908849244,580252472382.7122,580252472382.7122
1556,2021-07-19 23:00:13.229,30965.831960798874,581686314791.5349,581686314791.5349
1555,2021-07-19 22:01:41.930,30831.4542812602,578432768554.4955,578432768554.4955
1554,2021-07-19 21:00:03.391,30888.54720517775,578835210483.1278,578835210483.1278
1553,2021-07-19 20:01:14.103,30800.306605123173,577749806809.2485,577749806809.2485
1552,2021-07-19 19:01:51.649,30713.250156452683,577655712857.7047,577655712857.7047
1551,2021-07-19 18:01:02.682,30793.119266580918,579140716991.6865,579140716991.6865
1550,2021-07-19 17:01:36.650,30778.308905096143,577429144877.3251,577429144877.3251
1549,2021-07-19 16:01:43.621,30837.238736794352,578533951333.0215,578533951333.0215
1548,2021-07-19 15:01:26.715,30865.568593632568,579064487743.2632,579064487743.2632
1547,2021-07-19 14:01:45.829,30693.310472907266,575831427439.8444,575831427439.8444
1546,2021-07-19 13:01:40.065,30778.356744525663,576065356375.2646,576065356375.2646
1545,2021-07-19 12:00:31.373,31328.284239953307,587741106049.6084,587741106049.6084
1544,2021-07-19 11:00:14.991,31330.710526534076,588115126007.2954,588115126007.2954
1543,2021-07-19 10:00:07.126,31385.620814796814,590218805986.1876,590218805986.1876
1542,2021-07-19 09:00:59.599,31595.005765614947,593205880596.543,593205880596.543
1541,2021-07-19 08:01:14.985,31681.09763318172,594573752870.6957,594573752870.6957
1540,2021-07-19 07:01:40.237,31841.66592199561,597661275005.6703,597661275005.6703
1539,2021-07-19 06:01:09.658,31931.418111985462,599047882079.6536,599047882079.6536
1538,2021-07-19 05:00:25.752,31818.907377971987,596935429973.7057,596935429973.7057
1537,2021-07-19 04:01:09.276,31648.28289270773,593839528789.6538,593839528789.6538
1536,2021-07-19 03:00:33.211,31622.446197091256,593303022628.7285,593303022628.7285
1535,2021-07-19 02:01:22.256,31602.889827929564,592265421889.1763,592265421889.1763
1534,2021-07-19 01:01:23.659,31627.14249745743,598721930346.2585,598721930346.2585
1533,2021-07-19 00:01:02.140,31919.393922554555,597872278369.1111,597872278369.1111
1532,2021-07-18 23:00:35.655,31614.674467917328,593097394650.3014,593097394650.3014
1531,2021-07-18 22:02:02.686,31836.846214448662,595938934305.421,595938934305.421
1530,2021-07-18 21:00:21.580,31775.350489540127,595008208910.8789,595008208910.8789
1529,2021-07-18 20:02:02.447,31716.68642016188,595648497162.5122,595648497162.5122
1528,2021-07-18 19:01:11.951,31699.617332024765,595470574876.6704,595470574876.6704
1527,2021-07-18 18:01:25.990,31831.694703852383,593167616573.9021,593167616573.9021
1526,2021-07-18 17:01:15.607,31612.175373480713,593044599679.5504,593044599679.5504
1525,2021-07-18 16:01:21.914,31469.26013804458,590754590766.6162,590754590766.6162
1524,2021-07-18 15:01:09.362,31262.148761343185,588584574976.9802,588584574976.9802
1523,2021-07-18 14:00:27.707,31685.428646118526,594414870835.1747,594414870835.1747
1522,2021-07-18 13:01:18.511,31833.583777609132,597114341515.6014,597114341515.6014
1521,2021-07-18 12:00:06.715,31854.81738000319,597375914847.7831,597375914847.7831
1520,2021-07-18 11:01:07.180,31763.832333597322,595469450189.8931,595469450189.8931
1519,2021-07-18 10:00:17.711,31889.554138647538,597967776764.3043,597967776764.3043
1518,2021-07-18 09:01:23.328,31792.694381561512,596391468703.7451,596391468703.7451
1517,2021-07-18 08:00:28.485,31880.641430305495,598477050528.67,598477050528.67
1516,2021-07-18 07:01:23.193,31957.32182124855,599361874102.1149,599361874102.1149
1515,2021-07-18 06:00:23.654,32137.30459445944,602881758052.6467,602881758052.6467
1514,2021-07-18 05:00:00.890,32142.68580301455,603137402421.4229,603137402421.4229
1513,2021-07-18 04:01:03.059,32198.39515607215,604025793930.3354,604025793930.3354
1512,2021-07-18 03:02:02.658,32239.857247080956,605032923031.9409,605032923031.9409
1511,2021-07-18 02:00:31.495,32181.500547977685,607213149166.9395,607213149166.9395
1510,2021-07-18 01:00:02.312,31955.814996512305,592581931071.2119,592581931071.2119
1509,2021-07-18 00:01:19.998,31588.6713510167,592581931071.2119,592581931071.2119
1508,2021-07-17 23:01:45.607,31704.688442213668,594622551750.688,594622551750.688
1507,2021-07-17 22:01:06.400,31787.894580986092,597660297880.0455,597660297880.0455
1506,2021-07-17 21:00:53.389,31818.848444285675,598885934132.2643,598885934132.2643
1505,2021-07-17 20:01:02.228,31923.853802154714,599486623482.3019,599486623482.3019
1504,2021-07-17 19:00:54.311,31787.60935046265,597549227530.1862,597549227530.1862
1503,2021-07-17 18:01:47.496,31788.061027928077,596244941020.2135,596244941020.2135
1502,2021-07-17 17:01:03.486,31738.99128008706,596758474962.0631,596758474962.0631
1501,2021-07-17 16:00:59.449,31833.020963141073,596961136011.1539,596961136011.1539
1500,2021-07-17 15:01:19.562,31749.125626888304,595767563757.5768,595767563757.5768
1499,2021-07-17 14:00:20.296,31804.40976442925,593100655372.7151,593100655372.7151
1498,2021-07-17 13:01:56.850,31569.424448820573,592456993696.6115,592456993696.6115
1497,2021-07-17 12:02:15.923,31508.849179957127,590915392036.704,590915392036.704
1496,2021-07-17 11:00:50.780,31428.432143886603,589488327226.698,589488327226.698
1495,2021-07-17 10:00:56.079,31672.82893516178,594145055249.6362,594145055249.6362
1494,2021-07-17 09:01:23.033,31973.261936093702,595005737722.0886,595005737722.0886
1493,2021-07-17 08:02:21.829,31530.636207959764,591448155097.8324,591448155097.8324
1492,2021-07-17 07:01:23.071,31603.431396238466,591814752912.5853,591814752912.5853
1491,2021-07-17 06:02:25.077,31499.3748141696,590063432050.096,590063432050.096
1490,2021-07-17 05:01:15.109,31455.56002017076,590063432050.096,590063432050.096
1489,2021-07-17 04:00:03.803,31370.613910348766,588327744403.4297,588327744403.4297
1488,2021-07-17 03:00:03.712,31376.22220806561,589759433793.0076,589759433793.0076
1487,2021-07-17 02:01:31.961,31340.32262847881,587875653560.2977,587875653560.2977
1486,2021-07-17 01:01:37.987,31609.88109929828,590062205168.2311,590062205168.2311
1485,2021-07-17 00:01:48.678,31404.36550884456,588495008675.5178,588495008675.5178
1484,2021-07-16 23:01:36.366,31602.173424744837,592808969633.8978,592808969633.8978
1483,2021-07-16 22:01:17.231,31808.97977877344,597000233217.5238,597000233217.5238
1482,2021-07-16 21:01:15.457,31908.97376645972,599220536360.0876,599220536360.0876
1481,2021-07-16 20:00:57.676,31896.018787784265,598313877178.1797,598313877178.1797
1480,2021-07-16 19:00:52.519,32014.142121338526,600884330199.9403,600884330199.9403
1479,2021-07-16 18:01:09.664,32059.55467578765,601334182774.7467,601334182774.7467
1478,2021-07-16 17:01:26.667,32044.057814178574,601921219193.3947,601921219193.3947
1477,2021-07-16 16:00:58.204,32196.821371601978,603898487185.5553,603898487185.5553
1476,2021-07-16 15:00:52.914,31919.695853277753,598464389959.9498,598464389959.9498
1475,2021-07-16 14:01:03.135,31850.59075834972,597792820303.4385,597792820303.4385
1474,2021-07-16 13:00:58.241,31596.698155750597,592690263668.3048,592690263668.3048
1473,2021-07-16 12:00:49.458,31174.142553818387,584762227963.8339,584762227963.8339
1472,2021-07-16 11:01:13.664,31376.648172176003,588208075659.663,588208075659.663
1471,2021-07-16 10:02:02.183,31460.18913762625,590125288593.8986,590125288593.8986
1470,2021-07-16 09:00:36.647,31462.099976992733,590753293105.9893,590753293105.9893
1469,2021-07-16 08:01:32.406,31762.613710231944,593806146966.2269,593806146966.2269
1468,2021-07-16 07:01:35.970,31673.228496585925,593803820762.958,593803820762.958
1467,2021-07-16 06:00:57.315,31881.68546573872,598106403101.1843,598106403101.1843
1466,2021-07-16 05:01:54.595,32022.429750165935,600655705788.3124,600655705788.3124
1465,2021-07-16 04:00:47.874,31985.01513411309,599963303325.1997,599963303325.1997
1464,2021-07-16 03:01:34.836,32035.178569636882,600891488230.8798,600891488230.8798
1463,2021-07-16 02:00:59.676,31906.611274765746,598737531700.9287,598737531700.9287
1462,2021-07-16 01:01:55.809,31641.944216127133,595058241208.7527,595058241208.7527
1461,2021-07-16 00:00:08.545,31686.63517370822,595342431373.8641,595342431373.8641
1460,2021-07-15 23:00:11.067,31850.536936755874,597999957929.678,597999957929.678
1459,2021-07-15 22:01:42.496,31888.51888392571,598145895444.4614,598145895444.4614
1458,2021-07-15 21:01:17.381,31849.449001800644,596821603694.2527,596821603694.2527
1457,2021-07-15 20:01:05.102,31676.53371964565,594167417971.257,594167417971.257
1456,2021-07-15 19:00:28.202,31568.26587829246,591938451132.6721,591938451132.6721
1455,2021-07-15 18:01:37.804,31372.65349362719,588466053767.4388,588466053767.4388
1454,2021-07-15 17:02:12.426,31714.39314844427,595123959360.419,595123959360.419
1453,2021-07-15 16:02:01.604,31836.137554548637,597309602401.9299,597309602401.9299
1452,2021-07-15 15:00:51.402,31952.165763498353,599249437856.8539,599249437856.8539
1451,2021-07-15 14:00:46.862,31982.96858598392,599932912771.1653,599932912771.1653
1450,2021-07-15 13:01:54.864,31899.79526922074,598097709702.8201,598097709702.8201
1449,2021-07-15 12:02:05.313,32040.193011094256,601474661586.2064,601474661586.2064
1448,2021-07-15 11:02:01.928,31888.01878193026,599018396406.8622,599018396406.8622
1447,2021-07-15 10:00:43.866,32592.853350422538,611343107322.5684,611343107322.5684
1446,2021-07-15 09:00:28.069,32510.169526676225,609328361966.4788,609328361966.4788
1445,2021-07-15 08:01:31.854,32515.51984620484,609895717501.1105,609895717501.1105
1444,2021-07-15 07:02:27.188,32637.09516802921,612169294325.0197,612169294325.0197
1443,2021-07-15 06:01:20.748,32665.320559561045,612657727756.1288,612657727756.1288
1442,2021-07-15 05:01:06.384,32733.97201277604,613984140707.6014,613984140707.6014
1441,2021-07-15 04:00:21.948,32815.47592027431,615697778798.4279,615697778798.4279
1440,2021-07-15 03:00:24.218,32831.177409863005,615978750664.8455,615978750664.8455
1439,2021-07-15 02:01:17.695,32892.51003039339,616954927416.7771,616954927416.7771
1438,2021-07-15 01:01:23.166,33098.66196408383,620821871453.703,620821871453.703
1437,2021-07-15 00:01:16.066,32878.50187357147,616691143979.958,616691143979.958
1436,2021-07-14 23:01:35.285,33094.153413666376,620730433088.4579,620730433088.4579
1435,2021-07-14 22:01:21.287,32971.734821452505,618955518114.7828,618955518114.7828
1434,2021-07-14 21:01:52.997,32916.832546637364,617043239734.2085,617043239734.2085
1433,2021-07-14 20:01:01.567,32947.896063291046,616532569045.072,616532569045.072
1432,2021-07-14 19:01:09.938,32812.31919618619,615443156528.617,615443156528.617
1431,2021-07-14 18:00:54.447,32967.899681668736,618358685006.5557,618358685006.5557
1430,2021-07-14 17:01:04.574,32937.52720465523,617726872633.5327,617726872633.5327
1429,2021-07-14 16:01:27.100,32879.81131838133,616703802309.8236,616703802309.8236
1428,2021-07-14 15:00:55.035,32924.323881063625,617291017982.5587,617291017982.5587
1427,2021-07-14 14:01:14.064,32893.1116293346,616955447332.36,616955447332.36
1426,2021-07-14 13:00:56.877,32465.104683579608,609153834078.1805,609153834078.1805
1425,2021-07-14 12:01:39.754,32492.588253776114,610728437523.7756,610728437523.7756
1424,2021-07-14 11:01:25.573,32546.563045800034,610446804767.8978,610446804767.8978
1423,2021-07-14 10:01:16.962,32313.166977511155,607653096373.2723,607653096373.2723
1422,2021-07-14 09:00:54.714,31856.382636639722,597496496919.0043,597496496919.0043
1421,2021-07-14 08:00:46.938,32052.95206153006,601172227216.6489,601172227216.6489
1420,2021-07-14 07:01:01.508,32013.011492257756,600431817831.2695,600431817831.2695
1419,2021-07-14 06:00:48.510,31893.935644122685,598197649593.2688,598197649593.2688
1418,2021-07-14 05:01:40.733,32019.66522080067,600553412319.0061,600553412319.0061
1417,2021-07-14 04:01:33.122,31886.581599925088,598056752842.795,598056752842.795
1416,2021-07-14 03:01:39.107,32610.115740390207,611626558705.6246,611626558705.6246
1415,2021-07-14 02:01:24.217,32529.925515905128,610207505736.8472,610207505736.8472
1414,2021-07-14 01:01:26.346,32510.706508089726,610615033229.5726,610615033229.5726
1413,2021-07-14 00:01:48.099,32728.91957929776,613850916808.512,613850916808.512
1412,2021-07-13 23:01:51.494,32572.967297791212,610631839227.959,610631839227.959
1411,2021-07-13 22:02:05.103,32663.552886565623,612595687985.5367,612595687985.5367
1410,2021-07-13 21:00:12.597,32495.99533426632,608289017069.9666,608289017069.9666
1409,2021-07-13 20:00:47.253,32418.78152105939,608551679760.7146,608551679760.7146
1408,2021-07-13 19:00:41.091,32599.34902377462,611307032045.094,611307032045.094
1407,2021-07-13 18:00:57.792,32836.81052934152,615798144338.3293,615798144338.3293
1406,2021-07-13 17:00:18.169,32848.53554424778,615930664027.3328,615930664027.3328
1405,2021-07-13 16:00:13.208,32871.01519128446,615257072075.065,615257072075.065
1404,2021-07-13 15:00:16.795,32613.987628689796,612594700032.6881,612594700032.6881
1403,2021-07-13 14:01:54.380,32618.450117897184,611766762533.8396,611766762533.8396
1402,2021-07-13 13:01:16.639,32482.048243412803,609924342167.1265,609924342167.1265
1401,2021-07-13 12:01:39.693,33209.87427849121,622813935269.8682,622813935269.8682
1400,2021-07-13 11:00:59.784,33154.79164955665,621823289534.9323,621823289534.9323
1399,2021-07-13 10:00:48.826,33327.47500740664,625061559592.8376,625061559592.8376
1398,2021-07-13 09:00:08.265,33291.42599371452,624037839652.8219,624037839652.8219
1397,2021-07-13 08:02:03.762,33234.58022057215,623296917861.8254,623296917861.8254
1396,2021-07-13 07:02:21.441,33084.03095380364,620848593674.5686,620848593674.5686
1395,2021-07-13 06:00:06.126,32882.59203070054,616866181305.1561,616866181305.1561
1394,2021-07-13 05:01:07.418,33215.61351810189,622955509970.6492,622955509970.6492
1393,2021-07-13 04:00:38.407,33218.42424881979,623230138901.794,623230138901.794
1392,2021-07-13 03:01:23.599,33223.502059055834,623100967004.7318,623100967004.7318
1391,2021-07-13 02:00:30.861,33244.98773902751,623525370281.9619,623525370281.9619
1390,2021-07-13 01:02:41.764,33197.15114850398,623799178149.4335,623799178149.4335
1389,2021-07-13 00:01:16.980,33260.852775127205,623350567666.981,623350567666.981
1388,2021-07-12 23:01:18.302,33153.00356201394,621744065438.5233,621744065438.5233
1387,2021-07-12 22:01:54.077,32992.75713230079,618514680194.8654,618514680194.8654
1386,2021-07-12 21:00:13.106,33016.76993542496,616408923753.7958,616408923753.7958
1385,2021-07-12 20:00:22.985,32882.912733476354,616731570242.1119,616731570242.1119
1384,2021-07-12 19:00:53.424,33107.21591682267,622926744949.4652,622926744949.4652
1383,2021-07-12 18:02:39.914,33176.17339661862,622910406021.0566,622910406021.0566
1382,2021-07-12 17:00:18.624,33246.98895519536,623579679381.1843,623579679381.1843
1381,2021-07-12 16:01:20.143,33421.93894385902,627865134221.1547,627865134221.1547
1380,2021-07-12 15:00:51.171,33559.74789501061,629835480577.9413,629835480577.9413
1379,2021-07-12 14:02:06.274,33628.23084278451,630678334993.074,630678334993.074
1378,2021-07-12 13:00:51.522,33633.08064138812,629554198768.3053,629554198768.3053
1377,2021-07-12 12:03:22.217,33743.13418200414,633653526454.9552,633653526454.9552
1376,2021-07-12 11:03:35.794,33747.172817613115,632679635739.652,632679635739.652
