,market_tms,btc_price,mkt_cap,total_volumes
1807,2021-07-30 09:00:22.222,0.060242320077103007,7044070.929711033,7044070.929711033
1806,2021-07-30 08:02:08.318,0.060269093033308005,7036237.412376374,7036237.412376374
1805,2021-07-30 07:01:31.688,0.060380538792980006,7050176.117071211,7050176.117071211
1804,2021-07-30 06:01:11.433,0.060586797228687005,7082448.745254357,7082448.745254357
1803,2021-07-30 05:01:57.691,0.060626075023194004,7090016.128767473,7090016.128767473
1802,2021-07-30 04:02:51.106,0.060505569206459005,7089533.209491691,7089533.209491691
1801,2021-07-30 03:03:11.403,0.060577628442238005,7081354.977261891,7081354.977261891
1800,2021-07-30 02:01:45.341,0.060692499017770005,7074552.491017051,7074552.491017051
1799,2021-07-30 01:01:27.832,0.05976836180812101,6985399.31404977,6985399.31404977
1798,2021-07-30 00:01:22.761,0.059394806511664004,6942922.1782959,6942922.1782959
1797,2021-07-29 23:00:03.095,0.058754068077441005,6864447.587467171,6864447.587467171
1796,2021-07-29 22:01:45.713,0.05837399976601901,6808939.632568153,6808939.632568153
1795,2021-07-29 21:00:33.655,0.058224824969940005,6805964.408935727,6805964.408935727
1794,2021-07-29 20:01:51.748,0.05835600475513,6818822.925804602,6818822.925804602
1793,2021-07-29 19:00:23.544,0.058495267175203,6839644.4056057,6839644.4056057
1792,2021-07-29 18:01:32.337,0.058604161697898005,6849715.104466079,6849715.104466079
1791,2021-07-29 17:02:11.223,0.058414751441075004,6828870.057263845,6828870.057263845
1790,2021-07-29 16:00:00.761,0.058052062365328005,6779784.740490435,6779784.740490435
1789,2021-07-29 15:01:41.042,0.05820224202172,6803226.629035041,6803226.629035041
1788,2021-07-29 14:02:05.257,0.05806161276158701,6780882.60561236,6780882.60561236
1787,2021-07-29 13:00:01.659,0.057811746529500004,6757792.83815352,6757792.83815352
1786,2021-07-29 12:01:28.902,0.05746665088591701,6708355.764879231,6708355.764879231
1785,2021-07-29 11:00:09.572,0.057346389239903005,6704160.351430352,6704160.351430352
1784,2021-07-29 10:00:57.810,0.057568340775060005,6755881.459869022,6755881.459869022
1783,2021-07-29 09:00:27.084,0.05756592361508601,6728369.511637506,6728369.511637506
1782,2021-07-29 08:01:42.199,0.057423707733994,6713826.048637148,6713826.048637148
1781,2021-07-29 07:01:42.243,0.057325138521308,6703222.10820959,6703222.10820959
1780,2021-07-29 06:01:25.120,0.057579326200995005,6732997.1469331,6732997.1469331
1779,2021-07-29 05:01:00.971,0.057473257505708,6731568.9642829355,6731568.9642829355
1778,2021-07-29 04:01:19.347,0.057597249234303004,6730879.499171042,6730879.499171042
1777,2021-07-29 03:02:19.362,0.05747925346001401,6718985.433501056,6718985.433501056
1776,2021-07-29 02:01:46.731,0.05772203566952801,6728887.496376105,6728887.496376105
1775,2021-07-29 01:00:38.142,0.057335925042877,6715288.483016494,6715288.483016494
1774,2021-07-29 00:01:43.053,0.057455607532526,6723495.958764594,6723495.958764594
1773,2021-07-28 23:01:36.859,0.057549176556648006,6727363.434050676,6727363.434050676
1772,2021-07-28 22:02:16.456,0.057529258005127,6717222.5728757465,6717222.5728757465
1771,2021-07-28 21:02:06.174,0.05748674482530201,6718943.471802943,6718943.471802943
1770,2021-07-28 20:01:08.244,0.057234943668715,6701708.493109524,6701708.493109524
1769,2021-07-28 19:00:02.394,0.058154690372781,6795382.448251744,6795382.448251744
1768,2021-07-28 18:01:04.256,0.05757010645724601,6695921.143852258,6695921.143852258
1767,2021-07-28 17:00:29.487,0.05810687404445201,6787184.611203237,6787184.611203237
1766,2021-07-28 16:00:44.762,0.057805829971707,6758023.365995234,6758023.365995234
1765,2021-07-28 15:00:42.045,0.057517626596744004,6722845.954738849,6722845.954738849
1764,2021-07-28 14:02:09.068,0.057518850706729005,6722730.221987742,6722730.221987742
1763,2021-07-28 13:00:30.506,0.0572533444168,6656657.419579545,6656657.419579545
1762,2021-07-28 12:00:15.025,0.057409558638169,6732673.124769861,6732673.124769861
1761,2021-07-28 11:02:48.103,0.057341687119507004,6706839.693773834,6706839.693773834
1760,2021-07-28 10:00:44.955,0.05782584310223401,6758672.291795616,6758672.291795616
1759,2021-07-28 09:00:24.661,0.05766849354731401,6740897.631303987,6740897.631303987
1758,2021-07-28 08:01:13.535,0.057715604364161004,6729381.992815678,6729381.992815678
1757,2021-07-28 07:01:36.553,0.057172940173438005,6678406.301863673,6678406.301863673
1756,2021-07-28 06:01:29.991,0.057417797013555004,6713517.458853689,6713517.458853689
1755,2021-07-28 05:01:23.396,0.05753236441095701,6723862.605784288,6723862.605784288
1754,2021-07-28 04:00:30.968,0.057416585530329,6713537.484736992,6713537.484736992
1753,2021-07-28 03:01:36.774,0.057926532092314006,6772249.998842484,6772249.998842484
1752,2021-07-28 02:00:57.005,0.058216245110936,6812739.211042988,6812739.211042988
1751,2021-07-28 01:00:32.508,0.058544790848771004,6842051.135668973,6842051.135668973
1750,2021-07-28 00:01:04.090,0.058705209063589,6853855.103974008,6853855.103974008
1749,2021-07-27 23:00:57.532,0.059406490597123,6950626.588680376,6950626.588680376
1748,2021-07-27 22:01:15.695,0.058945343529610006,6912070.671452421,6912070.671452421
1747,2021-07-27 21:02:58.865,0.059084993802830006,6907187.109334129,6907187.109334129
1746,2021-07-27 20:00:05.730,0.058907492670105005,6886235.305060449,6886235.305060449
1745,2021-07-27 19:00:29.623,0.05898675523849101,6913863.472889477,6913863.472889477
1744,2021-07-27 18:01:36.018,0.05902420129018,6902460.903504852,6902460.903504852
1743,2021-07-27 17:02:20.373,0.059215214006189,6945349.879274064,6945349.879274064
1742,2021-07-27 16:00:12.872,0.05948546644512401,6951692.73850362,6951692.73850362
1741,2021-07-27 15:01:06.202,0.05971098826474001,6999581.143243758,6999581.143243758
1740,2021-07-27 14:00:08.579,0.059961390842154,7028848.088765444,7028848.088765444
1739,2021-07-27 13:00:46.453,0.060303640644505004,7047144.263718314,7047144.263718314
1738,2021-07-27 12:02:55.226,0.060156868244425,7033042.641052265,7033042.641052265
1737,2021-07-27 11:01:24.593,0.06002883695630801,7016262.236847582,7016262.236847582
1736,2021-07-27 10:01:34.892,0.059975908606325005,7008814.030385537,7008814.030385537
1735,2021-07-27 09:02:30.589,0.059440726553356006,6933175.963164422,6933175.963164422
1734,2021-07-27 08:00:39.947,0.059117834999570004,6904696.684040107,6904696.684040107
1733,2021-07-27 07:01:12.614,0.05906819327895001,6937709.64574641,6937709.64574641
1732,2021-07-27 06:02:55.530,0.059194402367219005,6917356.3643718595,6917356.3643718595
1731,2021-07-27 05:01:20.034,0.059388905921270004,6929478.615186118,6929478.615186118
1730,2021-07-27 04:02:32.081,0.059317500197759006,6935356.048578213,6935356.048578213
1729,2021-07-27 03:00:06.697,0.058617670196970006,6847382.310795727,6847382.310795727
1728,2021-07-27 02:00:02.505,0.058800337658123,6873243.345687211,6873243.345687211
1727,2021-07-27 01:01:26.228,0.059758514365368005,6988653.24168012,6988653.24168012
1726,2021-07-27 00:00:05.042,0.059711828678400004,6982058.713014889,6982058.713014889
1725,2021-07-26 23:01:15.435,0.060183730901554,7031809.532210862,7031809.532210862
1724,2021-07-26 22:00:32.295,0.060204109759543004,7024329.374047152,7024329.374047152
1723,2021-07-26 21:01:13.886,0.059175454433274,6977708.752793578,6977708.752793578
1722,2021-07-26 20:01:08.404,0.059711547478904003,6971626.022271806,6971626.022271806
1721,2021-07-26 19:02:10.758,0.05982492865621,6997371.657047328,6997371.657047328
1720,2021-07-26 18:03:04.945,0.06021797627878601,7036575.600957303,7036575.600957303
1719,2021-07-26 17:00:59.702,0.06050262589148701,7076970.140491773,7076970.140491773
1718,2021-07-26 16:01:11.776,0.060814532081651,7124683.095412643,7124683.095412643
1717,2021-07-26 15:02:18.637,0.060826221607051006,7095632.43386744,7095632.43386744
