,Unnamed: 0,market_tms,btc_price,mkt_cap,total_volumes,prev,btc_price2,btc_price3,btc_price4,btc_price5,btc_price6,btc_price7,btc_price8,btc_price9,btc_price10,btc_price11,btc_price12,btc_price13,btc_price14,btc_price15,btc_price16,btc_price17,btc_price18,btc_price19,btc_price20,btc_price24,btc_price72,next,n_bp,sell,go,p_go,p_sell,o3_go,o3_sell,conviction_go,conviction_sell,sell_signal,go_signal,dt,bitcoin,isPartial,buy_q,sell_q,q,sell_rev,buy_cost,TRev,TCost,curr_val,cash_flow,hold_val,pnl,algo_rt,trade_ind
1833,1833,2021-07-31 12:03:14.947,41616.37659752997,781935285510.8994,781935285510.8994,41833.50167668193,41724.93913710595,41721.960375676885,41709.69477028347,41684.140491957245,41671.883071092714,41645.55016777935,41630.76174138999,41633.98143236251,41638.0713869634,41665.512985496396,41680.31404062794,41710.24842956056,41723.59822495077,41734.11532529942,41738.264961245375,41702.09372287053,41674.16917724321,41578.568551198856,41526.760354061786,41134.84199783472,39870.678611594994,41903.770488849295,0.0069057884135059755,0,0,0.9560998215772653,0.8957706068567299,0.9302641522838969,0.8871289756091416,10.89637239388269,1.782280552030142,0,0,2021-07-31,21.0,False,0.0,0.0,6.899278021939828,0.0,0.0,68245.97075436988,241476.78602390958,287122.95241210953,-173230.81526953971,62424.56489629495,51467.57224627487,1.8244762671838757,0
1832,1832,2021-07-31 11:01:16.880,41833.50167668193,785537412061.6868,785537412061.6868,41604.461551813714,41718.98161424782,41697.429164890054,41681.83475408177,41659.62565022817,41626.585929083354,41615.97331500063,41612.0746847029,41642.16134156428,41657.05570923056,41695.11509575947,41717.47707539593,41736.94802034097,41749.49125388994,41742.41459719131,41726.66075650142,41646.2446316159,41598.394199666625,41474.952156924715,41407.05347386165,40968.1415430789,39857.44993685519,41940.53363354133,0.0025585225374298304,0,0,0.9561947660893368,0.897923185232316,0.9258787563805261,0.8918969046163936,11.048929957685766,1.7999395265456894,0,0,2021-07-31,21.0,False,0.0,0.0,6.899278021939828,0.0,0.0,68245.97075436988,241476.78602390958,288620.9586987146,-173230.81526953971,62750.2525150229,52639.890914152005,1.8388793479603864,0
1831,1831,2021-07-31 10:00:59.817,41604.461551813714,780169180895.98,780169180895.98,41747.29187925084,41675.87671553228,41666.2403432735,41633.07296079206,41593.546207938525,41584.92490261603,41608.176054405165,41627.344160261004,41671.95007689686,41702.09613153344,41739.83905503236,41757.65064329762,41762.034487438905,41764.61789222844,41710.90691581153,41672.11661025201,41550.54376771737,41483.62128315922,41339.15479079857,41256.226823578276,40782.996708093975,39846.06935705056,41961.249093607665,0.008575703866509965,0,0,0.9602400094973242,0.8962701241834109,0.9302452549306728,0.8951640802897955,13.114396213954313,1.8262251837172747,0,0,2021-07-31,21.0,False,0.0,0.0,6.899278021939828,0.0,0.0,68245.97075436988,241476.78602390958,287040.74719906895,-173230.81526953971,62406.69232772057,51403.239601808666,1.823681526523971,0
1830,1830,2021-07-31 09:02:51.339,41747.29187925084,783492506439.6204,783492506439.6204,41565.91606277858,41656.603971014716,41599.90557831062,41563.832593602085,41576.30359729355,41591.426399632386,41646.51226611686,41683.213206740504,41732.24218617002,41763.688224069345,41775.46223156285,41788.50864976252,41767.20129701798,41741.99936463007,41633.3263046925,41568.92405396982,41416.69879860107,41330.177553221496,41173.29885635797,41073.819925770105,40580.07394425511,39836.48433205102,41952.21074408783,0.00490855467774276,0,0,0.9563558380748581,0.8933954669762401,0.9159874840570488,0.9191785122501037,10.98607581669055,1.8517835873574184,0,0,2021-07-31,21.0,False,0.0,0.0,6.899278021939828,0.0,0.0,68245.97075436988,241476.78602390958,288026.17333802243,-173230.81526953971,62620.937818876264,52174.42024960645,1.8331785193079486,0
1829,1829,2021-07-31 08:01:38.797,41565.91606277858,780275376330.4795,780275376330.4795,41520.49830843448,41543.20718560653,41527.759608893546,41547.20627369239,41606.54920197123,41659.70927456003,41719.91414736416,41763.14328159976,41795.13426196865,41813.26085757353,41801.55506796219,41797.57820832659,41716.79743224216,41660.2353197343,41504.52180324715,41415.73776078834,41243.65630784192,41138.06147469162,40974.34099518224,40864.48207300833,40361.6849556552,39828.456994136825,41921.387812191664,0.008552000847910968,0,0,0.9565080313764923,0.8886762392855218,0.9143726535804739,0.9299911629535704,11.132162004837358,1.8250704680016194,0,0,2021-07-31,21.0,False,0.0,0.0,6.899278021939828,0.0,0.0,68245.97075436988,241476.78602390958,286774.811153724,-173230.81526953971,62348.87409416787,51195.12179001639,1.8211073982297492,0
1828,1828,2021-07-31 07:00:35.320,41520.49830843448,779426926002.9967,779426926002.9967,41504.12575592664,41512.31203218056,41566.652938491236,41638.798797525655,41712.86934714883,41769.086801295045,41806.37241583537,41842.54903555651,41831.38745317837,41838.61323434244,41793.601348690965,41750.73658789647,41603.673207226435,41513.82679377904,41326.953718329525,41213.080618588785,41032.4666415413,40913.87549216207,40754.62315083442,40628.739895419436,40146.90754392454,39821.88568710201,41882.87256609884,0.008727598955399651,0,0,0.9604247116916695,0.8841001761400396,0.9135846729663343,0.9423838662596894,11.717829597998456,1.8235246579574276,0,0,2021-07-31,21.0,False,0.0,0.0,6.899278021939828,0.0,0.0,68245.97075436988,241476.78602390958,286461.4614393718,-173230.81526953971,62280.74746265172,50949.89870718037,1.818068195757185,0
1827,1827,2021-07-31 06:02:24.358,41504.12575592664,778981908715.3221,778981908715.3221,41737.8619336772,41620.993844801924,41710.94465656007,41781.891132867204,41825.30425544125,41866.52029215425,41878.72565527766,41881.89700394181,41845.83901550648,41823.24699815109,41707.87182710196,41619.93653513072,41423.98038033163,41299.9960331799,41099.20751884803,40969.136138980626,40795.284342782856,40656.72892005238,40502.85664000442,40370.14307248988,39950.701683497195,39816.85237559988,41833.86193664745,0.007944660313046858,0,0,0.9604361771548787,0.8925909984329965,0.9137645432039867,0.946311221427546,10.674432499722725,1.8596846828532136,0,0,2021-07-31,21.0,False,0.0,0.0,6.899278021939828,0.0,0.0,68245.97075436988,241476.78602390958,286348.5026476914,-173230.81526953971,62256.18863388996,50861.498744261735,1.816970968835934,0
1826,1826,2021-07-31 05:00:17.609,41737.8619336772,783205169109.4678,783205169109.4678,41863.92900295923,41800.89546831822,41852.837609174334,41891.42263830865,41907.73632886724,41923.90382338027,41885.06835260597,41868.075595648,41800.65498079568,41721.92883919141,41532.00124315946,41397.93391800893,41176.01168602817,41031.314535759346,40839.06475911323,40684.78545791135,40518.1734973219,40370.09563781411,40237.429504975335,40110.00702330518,39776.24496858289,39813.289040152784,41775.89933207014,0.0009113403665328423,0,0,0.9604466848966704,0.8881747349254228,0.9054143598645952,0.9545677262009196,9.676506516117707,1.7900246089051293,0,0,2021-07-31,21.0,False,0.0,0.0,6.899278021939828,0.0,0.0,68245.97075436988,241476.78602390958,287961.11352177814,-173230.81526953971,62606.79290051581,52123.50535172262,1.8325535127561723,0
1825,1825,2021-07-31 04:00:39.732,41863.92900295923,785863592541.029,785863592541.029,41945.63049710168,41904.77975003046,41930.00766744295,41941.584586972254,41940.07131789329,41907.504067984315,41851.08283869003,41796.01154039197,41643.20269758709,41503.96517179349,41263.8665928584,41103.621226814575,40886.61738549052,40713.47700434572,40530.50615670946,40366.12664878479,40222.01777830633,40083.57087329827,39982.58454163505,39867.307472827095,39624.581192143625,39811.209308828446,41709.11212680479,-0.003698097140942047,0,0,0.9624331599302528,0.8924923509287848,0.9092240759608778,0.9496860840884008,9.926337275841123,1.7882606875472606,0,0,2021-07-31,21.0,False,0.0,0.0,6.899278021939828,0.0,0.0,68245.97075436988,241476.78602390958,288830.88528216595,-173230.81526953971,62795.89350443885,52804.17650818739,1.8408858216891972,0
1824,1824,2021-07-31 03:02:18.324,41945.63049710168,788342297459.8481,788342297459.8481,41964.84067260923,41955.23558485546,41953.16150650155,41948.55206808311,41874.93681807533,41829.567615109176,41740.94024209391,41609.470270189755,41364.727645999854,41191.12275603802,40943.37586077072,40746.99894120856,40540.33662320089,40356.84125749858,40201.747140860134,40049.29014787867,39945.123968290194,39821.04440640246,39752.03040401917,39654.512976844584,39497.466340170526,39810.55058899438,41643.55215593496,-0.007201664096754823,0,0,0.9565735783751328,0.8899042614331919,0.9271979622575767,0.9461933871283801,9.249246650917815,1.7706580431326315,0,0,2021-07-31,21.0,False,0.0,0.0,6.899278021939828,0.0,0.0,68245.97075436988,241476.78602390958,289394.56660506263,-173230.81526953971,62918.44574565252,53245.3055898704,1.846259073294885,0
1823,1823,2021-07-31 02:01:16.796,41964.84067260923,787753204142.1676,787753204142.1676,41937.33418368608,41951.08742814766,41943.94262966465,41862.52770895554,41784.19841214302,41682.79591198572,41478.00029828561,41297.3282728634,41017.51786607618,40791.74356059892,40550.62202164639,40342.36113173313,40173.34589179623,40006.420480446264,39896.83315489723,39765.29391474356,39696.9648445147,39589.93005509146,39556.99554967001,39478.272542931074,39396.53106168613,39811.31817047987,41578.33283197841,-0.009210277804845624,0,0,0.9565033567165805,0.8887179237148136,0.9311681093391642,0.9287730235226228,9.557021270356561,1.7357693367636582,0,0,2021-07-31,21.0,False,0.0,0.0,6.899278021939828,0.0,0.0,68245.97075436988,241476.78602390958,289527.10294673947,-173230.81526953971,62947.26100891385,53349.02666828591,1.847519428378802,0
1822,1822,2021-07-31 01:01:19.289,41937.33418368608,784618278730.0905,784618278730.0905,41936.261478677225,41936.797831181655,41781.11278824642,41683.77560811714,41581.393411828416,41418.85141432218,41116.656247441206,40856.33181784281,40565.96925512165,40324.66418991388,40134.10024181986,39950.77041588767,39839.495069096294,39698.45213480714,39633.7546745899,39522.15936614348,39482.89526566821,39398.90743506948,39399.549536192135,39338.32279326656,39323.545033135924,39813.650676932455,41515.08087271525,-0.010068673156986008,0,0,0.9565623450261483,0.8920008260418005,0.9603088346664739,0.8885322615186971,9.894661640512085,1.6523490219120962,0,0,2021-07-31,21.0,False,0.0,0.0,6.899278021939828,0.0,0.0,68245.97075436988,241476.78602390958,289337.3280322512,-173230.81526953971,62906.00127552912,53200.51148718238,1.8457144057553974,0
1821,1821,2021-07-31 00:01:14.746,41936.261478677225,786531956383.648,786531956383.648,41314.59401194516,41625.42774531119,41586.43842798784,41517.40615668454,41256.309416815944,40954.09061815024,40596.00738824441,40307.784680769655,40083.359124706076,39878.953484396894,39767.44058995547,39619.18088044959,39557.40920051797,39444.87216471785,39410.56405769705,39321.10721924344,39314.91960447075,39252.98848338143,39277.09605034097,39233.724616206375,39279.80028279532,39817.38833266883,41466.17950567171,-0.01120943919248818,0,0,0.9526505753367323,0.8950429817364142,0.9575386304126556,0.9057458721220655,9.316599117714942,1.8195715199667863,0,0,2021-07-31,21.0,False,0.0,0.0,6.899278021939828,0.0,0.0,68245.97075436988,241476.78602390958,289329.9271421596,-173230.81526953971,62904.39221801584,53194.71965460405,1.8456439650547813,0
1820,1820,2021-07-30 23:00:35.588,41314.59401194516,773918841810.5002,773918841810.5002,41780.30420938383,41547.4491106645,41448.37388538123,41121.77779644165,40651.871819484535,40302.240024684,40019.56197329491,39790.83289841909,39674.54784408768,39523.66113542413,39470.9211709437,39359.22126090184,39332.33512891773,39246.37984207518,39231.65038078984,39169.75313063664,39191.05736229211,39151.28962993878,39190.353182071776,39166.921275177214,39265.93502203478,39822.38881035315,41437.41276075563,0.0029727691085372765,0,0,0.9546126741518917,0.8908740737069439,0.9637847871052037,0.8758903024798599,10.350985160880095,1.70587424128752,0,0,2021-07-30,20.0,False,0.0,0.0,6.899278021939828,0.0,0.0,68245.97075436988,241476.78602390958,285040.8704519801,-173230.81526953971,61971.89101791775,49838.164164522634,1.804205960894643,0
1819,1819,2021-07-30 22:00:38.233,41780.30420938383,784283659860.52,784283659860.52,40918.293110812105,41349.298660097964,40795.181707502066,40291.97306912902,39952.60822988345,39669.27801062957,39562.10382354325,39399.99100625388,39372.774426760574,39262.42192238377,39247.52135085996,39167.09373544914,39160.42455523263,39095.22011690185,39107.85588048346,39069.944897324596,39111.52189758543,39090.909744496836,39143.489368282644,39138.69050854734,39278.415359026745,39828.17681163144,41435.68104940763,-0.008248459806542097,0,0,0.9584541898217441,0.886055110651818,0.9728668564317037,0.7490138440001857,12.446826210040648,1.4491153093543163,0,1,2021-07-30,20.0,False,0.12446826210040648,0.0,6.899278021939828,0.0,5200.321854968303,68245.97075436988,241476.78602390958,288253.93458176195,-173230.81526953971,62670.456314075745,52352.66299814649,1.8353643180094112,1
1818,1818,2021-07-30 21:02:15.668,40918.293110812105,764088311618.9332,764088311618.9332,39563.83639900023,40241.06475490617,39788.76443075596,39497.9960703708,39385.94779137568,39250.24691342457,39237.8781889645,39158.40260031174,39152.06941800694,39092.859226137436,39086.6661200383,39037.78924484084,39030.01567857108,39000.43843860406,39032.03391416572,39022.16507132222,39070.29759140825,39075.21562343018,39133.891648812045,39150.60334764149,39316.01646404489,39833.641599088,41452.87548436798,0.013064630338028849,0,0,0.9584917960198203,0.8880448693007325,0.9747178739749548,0.6643843117883257,13.326891113681517,1.3145437431750095,0,1,2021-07-30,20.0,False,0.1332689111368152,0.0,6.774809759839421,0.0,5453.136368454975,68245.97075436988,236276.46416894128,277213.6515231,-168030.4934145714,61377.43966621815,47805.71844231043,1.7788809488027972,1
1817,1817,2021-07-30 20:01:45.162,39563.83639900023,739435059470.0824,739435059470.0824,39109.09181421127,39336.46410660575,39207.22770998564,39129.786428136074,39114.546035473446,39082.1685655788,39078.92701165899,39052.925693207886,39033.64903426792,39007.9969119807,38988.91236964335,38964.43935082797,38970.86119863705,38970.14950487996,39012.296228478735,39025.9496102364,39080.13365545211,39105.80756877058,39167.31504647093,39198.84489326102,39377.38543543417,39838.24852303188,41486.3317690283,0.048592238392651144,1,0,0.964613981399617,0.8825370052281628,0.973619984738218,0.655278322983501,12.928060752325635,1.1614086824514032,0,1,2021-07-30,20.0,False,0.12928060752325635,0.0,6.641540848702606,0.0,5114.836805613473,68245.97075436988,230823.3278004863,262764.83557534707,-162577.35704611643,59345.75459850035,40841.72393073028,1.688199589120438,1
1816,1816,2021-07-30 19:00:24.661,39109.09181421127,735465307811.4282,735465307811.4282,39046.89081251978,39077.99131336552,39052.345146286505,39045.56165649309,39049.79109568415,39045.674227969364,39026.92437475678,39006.02452448677,38982.34478969348,38960.192285235615,38939.96633201258,38935.35275602634,38969.43781112288,38985.83701490842,39039.602991994056,39068.502986383304,39131.48148208907,39168.05196535537,39230.374740051106,39272.79491142279,39447.74497257887,39841.536285190945,41532.408301090574,0.061962995673520815,1,0,0.9665550996854108,0.88685149604798,0.9764885425913873,0.6660489938351305,12.961445195969102,1.190439278755398,0,1,2021-07-30,20.0,False,0.129614451959691,0.0,6.51226024117935,0.0,5069.103502140232,68245.97075436988,225708.49099487282,254688.58369032084,-157462.52024050296,58663.6377213169,38562.42572850098,1.6573480136314211,1
1815,1815,2021-07-30 18:00:12.594,39046.89081251978,732574223020.3258,732574223020.3258,39006.50714589519,39026.69897920749,39038.778166699674,39048.41809961435,39041.55736025456,39022.13907679897,38985.12467421675,38963.865373603076,38938.03978077772,38917.9424486667,38930.73918004008,38944.508437958895,39002.23621869395,39031.225092802626,39097.40298077255,39135.93463064946,39204.622448621674,39251.63090016067,39315.215082794464,39363.27978119021,39513.44917357807,39842.766102090856,41575.53464014779,0.06475915943651112,1,0,0.9665927262580122,0.8831192597675497,0.9754993450183314,0.6696677813843099,11.644554294733663,1.2287020302547589,0,1,2021-07-30,20.0,False,0.11644554294733662,0.0,6.382645789219659,0.0,4546.836401069236,68245.97075436988,220639.38749273258,249222.47322664913,-152393.4167383627,58570.33621877967,38258.720269506775,1.6532098454514201,1
1814,1814,2021-07-30 17:02:30.133,39006.50714589519,732815932560.4567,732815932560.4567,39095.20756248852,39050.85735419186,39058.058032529036,39044.49101789,39002.720793343375,38970.30788776573,38942.60607298942,38915.50044610762,38897.84511655567,38902.085306572844,38958.2776958777,38988.60343451898,39060.21396691131,39100.572445707156,39174.46628052637,39226.941846885464,39298.6393516997,39353.091255197796,39411.344479585954,39454.650023825285,39573.53844053702,39841.5190637539,41607.07871812672,0.06667019844931676,1,0,0.9663711103338547,0.8883633042317061,0.9739773217119434,0.7043466798898226,11.689935651967005,1.2827913045962238,0,1,2021-07-30,20.0,False,0.11689935651967005,0.0,6.266200246272323,0.0,4559.835585435059,68245.97075436988,216092.55109166334,244422.58468383158,-147846.58033729345,58509.760718842794,38066.24362769534,1.6505964673247464,1
1813,1813,2021-07-30 16:00:59.109,39095.20756248852,733622271717.2538,733622271717.2538,39035.30985924391,39065.25871086621,39030.92400325097,38985.08014546677,38937.894982188096,38907.74847522826,38888.39481922582,38870.79280978834,38906.32549659001,38935.62815885056,39018.92917316023,39060.5160708617,39140.930924503,39198.297462469855,39279.41741324454,39340.74521459894,39407.54315869591,39457.56029289381,39497.955568064615,39536.8511937016,39629.506117791025,39837.53641740531,41623.07787819269,0.0646593399373494,1,0,0.9646529106177629,0.8893626842407413,0.972228423404998,0.7302878539226327,11.249873466649385,1.3175019895216322,0,1,2021-07-30,20.0,False,0.11249873466649385,0.0,6.149300889752652,0.0,4398.1613823039,68245.97075436988,211532.71550622827,240408.19464907527,-143286.7447518584,58642.81134373278,38478.63855348409,1.6561526924066259,1
1812,1812,2021-07-30 15:02:27.732,39035.30985924391,732987298518.6627,732987298518.6627,38957.86873202751,38996.58929563571,38939.23628768258,38889.55440567398,38877.60196826842,38856.63191234081,38853.19080035087,38876.130575153984,38964.930821111084,39012.63315919098,39102.102968563144,39167.28792979187,39255.66400043671,39327.090313375214,39402.07301595332,39459.568025153116,39507.577427091695,39551.46809247823,39575.746819338594,39611.497605449455,39680.16136097911,39831.357104092414,41634.267458659175,0.0665796584883469,1,0,0.9603878240726123,0.89215690674722,0.97149235115362,0.7524868917900165,11.690444565740469,1.4354023987378344,0,1,2021-07-30,20.0,False,0.1169044456574047,0.0,6.036802155086159,0.0,4563.401260159933,68245.97075436988,207134.55412392438,235648.44268273964,-138888.5833695545,58552.964788865866,38206.89452431929,1.6525185302245278,1
1811,1811,2021-07-30 14:00:04.480,38957.86873202751,731478561588.8151,731478561588.8151,38805.89782743138,38881.883279729445,38839.87252366538,38836.88310386445,38835.661856413215,38834.97306220159,38899.070349957095,38952.05783583832,39060.335497270855,39135.56040995742,39232.47289102059,39314.884413355474,39398.5166263137,39463.99534159524,39517.06303435289,39568.47520152601,39595.35875786477,39635.23522773546,39647.24839156031,39678.51702241569,39723.9274084351,39823.36821823106,41645.888446656856,0.06899812033145203,1,0,0.9623130900676972,0.900582615290963,0.9718881977640063,0.7945853126654454,10.937970003431953,1.684366474303593,0,1,2021-07-30,20.0,False,0.10937970003431953,0.0,5.919897709428753,0.0,4261.199995885566,68245.97075436988,202571.15286376444,230626.5978709557,-134325.18210939458,58436.80309804127,37864.61266351986,1.6479583183219864,1
1810,1810,2021-07-30 13:02:18.463,38805.89782743138,729643605876.529,729643605876.529,38789.82570777125,38797.86176760131,38833.893684063514,38838.40195519253,38834.28426798997,38880.239845679454,39005.045321719525,39099.256792761924,39210.78532264398,39308.13906795133,39397.29593569035,39472.7042046034,39529.474056876745,39587.637363052396,39619.887368699136,39664.05777458829,39675.11169760615,39710.51071752865,39709.78565327105,39735.430577891384,39759.15384550459,39813.699795831366,41657.892116711,0.07349383596180026,1,0,0.9625057130331168,0.898556194779493,0.9643174053240299,0.8011605303216573,10.888205842180797,1.8262160279641335,0,1,2021-07-30,20.0,False,0.10888205842180798,0.0,5.810518009394434,0.0,4225.266034357095,68245.97075436988,198309.95286787886,225482.36819701034,-130063.98211350899,58208.84674114706,37209.539342354285,1.6392419954276702,1
1809,1809,2021-07-30 12:00:52.468,38789.82570777125,729134447851.825,729134447851.825,38950.02549328019,38869.92560052572,38842.910226321546,38824.3248859577,38926.19542336894,39042.63085035498,39193.468263804316,39309.28712816103,39405.49281325867,39488.169498659954,39548.112473516434,39611.00337481389,39645.80066922803,39695.74831746823,39708.228180477454,39745.8458374502,39745.90973745115,39771.11177364723,39761.07550251171,39779.34070719601,39784.96037184315,39802.56309636652,41680.31404062794,0.07451666204000507,1,0,0.9605200661670387,0.8963981613611371,0.9561605234760525,0.83267770839063,8.507832482087705,1.8363226733621083,0,1,2021-07-30,20.0,False,0.08507832482087706,0.0,5.701635950972625,0.0,3300.1733913109697,68245.97075436988,194084.68683352176,221165.4647873907,-125838.71607915188,58184.73856165687,37142.01014658194,1.6383462582241133,1
1808,1808,2021-07-30 11:00:53.740,38950.02549328019,731158187324.6637,731158187324.6637,38681.76421095456,38815.89485211737,38805.73954559385,38938.16398455689,39159.066277341015,39314.15972590696,39425.10599251773,39515.726270738494,39570.84618406124,39638.29784672746,39673.89427611134,39727.31195819936,39745.69596570842,39784.888219820845,39783.46349442295,39809.99163423451,39796.31380984332,39812.83903397742,39797.60591188033,39808.535562904835,39800.87033244734,39789.42067041004,41717.47707539593,0.07105134199702112,1,0,0.958401530047066,0.8945802227566787,0.9557794273512717,0.8768121267999995,8.442442742332371,2.1160594808289526,0,0,2021-07-30,20.0,False,0.0,0.0,5.616557626151748,0.0,0.0,68245.97075436988,190784.5134422108,218765.06272308785,-122538.54268784092,58425.038239920286,37801.48179532664,1.647008250813568,0
1807,1807,2021-07-30 10:01:13.293,38681.76421095456,726098528611.7849,726098528611.7849,38909.40426718612,38795.58423907034,39070.588423519934,39322.69846757341,39469.25317447289,39573.836116859595,39606.34654895924,39675.75747731813,39705.74950939367,39762.11634268145,39780.72964028737,39825.53555893448,39824.08047393327,39850.81668236995,39836.51977404608,39850.38664057164,39829.364258111505,39836.709778480035,39819.46521392933,39825.30010686777,39809.429453710654,39774.012357596745,41757.65064329762,0.07951773904541737,1,0,0.9583852707729771,0.8907145779835355,0.9512312014506387,0.8989356694755193,9.043680127752227,2.04348795805672,0,0,2021-07-30,20.0,False,0.0,0.0,5.616557626151748,0.0,0.0,68245.97075436988,190784.5134422108,217258.3577720406,-122538.54268784092,58022.64631643184,36697.16876776783,1.6324628588574956,0
1806,1806,2021-07-30 09:01:07.664,38909.40426718612,733029858668.4866,733029858668.4866,39781.78094875293,39345.59260796952,39574.8085116269,39682.29724674138,39678.41905924626,39727.25810611669,39745.16840567702,39793.75335591036,39818.483175969246,39859.86654054071,39870.34147758159,39891.700751754994,39877.55289080665,39887.550538261465,39864.25350709723,39865.081305345244,39844.05529884856,39843.60434189414,39831.13499980619,39829.981923306696,39816.45324793928,39755.92949041055,41788.50864976252,0.07399507745752021,1,0,0.956313046701085,0.8928915591678366,0.9471556643239014,0.9112101822741598,8.607715721529129,2.0767156160985314,0,0,2021-07-30,20.0,False,0.0,0.0,5.616557626151748,0.0,0.0,68245.97075436988,190784.5134422108,218536.91126588554,-122538.54268784092,58364.10640077917,37634.26217726545,1.64481861366703,0
1805,1805,2021-07-30 08:01:53.572,39781.78094875293,746743293025.8889,746743293025.8889,39826.26788181563,39804.02441528428,39789.78598185585,39767.42669153958,39776.09715298711,39796.24513940637,39842.3383061437,39873.61379228533,39901.24990511218,39918.89854019149,39913.060025928375,39915.33356419774,39897.54818571627,39889.009507708135,39865.90910359326,39857.24010235957,39843.1533849397,39835.76223177533,39828.828846807184,39822.54075111431,39821.9762875821,39734.71498299175,41797.57820832659,0.05067136793524685,1,0,0.9582596388087977,0.8945852151250271,0.9481868136671082,0.9227628535078058,8.917030946053426,2.1877984132712185,0,0,2021-07-30,20.0,False,0.0,0.0,5.616557626151748,0.0,0.0,68245.97075436988,190784.5134422108,223436.66516961658,-122538.54268784092,59672.671423129395,41225.451058646264,1.6908598203409257,0
1804,1804,2021-07-30 07:01:32.443,39826.26788181563,747604599574.8702,747604599574.8702,39724.827215039215,39775.54754842742,39745.06740122331,39760.14660491433,39816.39312582563,39862.90473901494,39904.88927842695,39930.68898398146,39936.54717527079,39940.1757914084,39917.60710246709,39910.21872508234,39880.47082969999,39869.311324148264,39848.571101125875,39838.12279105451,39828.37107861094,39820.86074321644,39816.252655421435,39811.52265295237,39826.56437060355,39710.41471042592,41750.73658789647,0.048321592969537086,1,0,0.9582718973090391,0.8984486447586874,0.9430914514349714,0.929814326554852,8.934310027661777,2.4067386776977537,0,0,2021-07-30,20.0,False,0.0,0.0,5.616557626151748,0.0,0.0,68245.97075436988,190784.5134422108,223686.52859277398,-122538.54268784092,59739.40182272344,41408.584082209614,1.6931536443081487,0
1803,1803,2021-07-30 06:01:10.544,39724.827215039215,745793372832.1393,745793372832.1393,39704.34729299916,39714.58725401919,39775.22580860535,39845.478058619956,39909.41635220426,39946.86643666718,39956.48868953598,39970.32801562946,39943.804407546,39935.180922501,39902.83034769758,39887.281506725594,39858.15181859653,39843.28347976185,39827.67448098315,39817.779463545594,39813.350407821956,39808.540217603324,39806.79265048329,39804.13527341946,39835.443553117475,39682.6663811847,41619.93653513072,0.04770591725504203,1,0,0.9581965647529231,0.9004647887125805,0.9366513481445112,0.9583320494771437,8.009219101529663,2.4016871399890194,0,0,2021-07-30,20.0,False,0.0,0.0,5.616557626151748,0.0,0.0,68245.97075436988,190784.5134422108,223116.781242189,-122538.54268784092,59587.24082255882,40990.997731789255,1.6879156874179462,0
1802,1802,2021-07-30 05:01:58.680,39704.34729299916,745283593002.1947,745283593002.1947,39967.381433383845,39835.864363191504,39915.73030863457,39972.42296707142,39984.31652113012,40002.5978280777,39984.16734172293,39969.4675937705,39926.55743745599,39909.12457724395,39871.732665753596,39850.9264112304,39828.41514092717,39813.48113233301,39807.88444610803,39801.6714793544,39803.730027384714,39798.03252620265,39801.47789635563,39803.27293511019,39848.13714660143,39653.02573451337,41397.93391800893,0.042654941850873485,1,0,0.9602307027618562,0.9035824589547802,0.9395282402321028,0.9556071684507024,8.997680872500343,2.3194967604087964,0,0,2021-07-30,20.0,False,0.0,0.0,5.616557626151748,0.0,0.0,68245.97075436988,190784.5134422108,223001.75457987195,-122538.54268784092,59556.52093949875,40906.690952532284,1.6868549456421047,0
1801,1801,2021-07-30 04:02:56.038,39967.381433383845,750311420016.8444,750311420016.8444,40023.81107477142,39995.59625407764,40029.115625508275,40036.0723603618,40020.879135025294,40002.496640848454,39954.76784581806,39926.86863706913,39891.69171703192,39858.77459862391,39830.12015670721,39806.43728243351,39798.54712373886,39788.67908056154,39795.45851260079,39788.59783992961,39792.335025020606,39788.91984706101,39805.06797386474,39810.704065476355,39862.66408598626,39622.17564119467,41103.621226814575,0.02842917781152554,0,0,0.9602798587382753,0.895315983783062,0.9384316086516881,0.9501935845951122,8.812778980819598,2.102658119969431,0,0,2021-07-30,20.0,False,0.0,0.0,5.616557626151748,0.0,0.0,68245.97075436988,190784.5134422108,224479.1009869878,-122538.54268784092,59951.072150075765,41989.486149071105,1.700395916923031,0
1800,1800,2021-07-30 03:03:11.784,40023.81107477142,751355448823.5837,751355448823.5837,40101.45891910641,40062.63499693891,40043.02909521532,40017.763396868686,39984.1141466716,39945.81202756888,39898.96942832019,39862.86229823663,39825.857480215906,39795.786163231234,39782.754408159766,39769.956010614595,39778.81103738419,39772.16184541874,39781.73716725844,39776.25103921283,39785.504669101414,39792.15176247165,39816.340157087965,39823.29574882236,39877.5012489642,39589.104716877344,40746.99894120856,0.01806894063851394,0,0,0.9643747540085182,0.9007109767050051,0.9431453905416239,0.944308586067204,10.210754892600097,2.055573230802099,0,0,2021-07-30,20.0,False,0.0,0.0,5.616557626151748,0.0,0.0,68245.97075436988,190784.5134422108,224796.04131966422,-122538.54268784092,60035.716612157135,42221.78201966616,1.7032777220338255,0
