,Unnamed: 0,market_tms,btc_price,mkt_cap,total_volumes,prev,btc_price2,btc_price3,btc_price4,btc_price5,btc_price6,btc_price7,btc_price8,btc_price9,btc_price10,btc_price11,btc_price12,btc_price13,btc_price14,btc_price15,btc_price16,btc_price17,btc_price18,btc_price19,btc_price20,btc_price24,btc_price72,next,n_bp,sell,go,p_go,p_sell,o3_go,o3_sell,conviction_go,conviction_sell,sell_signal,go_signal,dt,bitcoin,isPartial,buy_q,sell_q,q,sell_rev,buy_cost,TRev,TCost,curr_val,cash_flow,hold_val,pnl,algo_rt,trade_ind
1032,1032,2021-06-28 03:00:33.939,34477.195054010124,646231924793.6022,646231924793.6022,34445.70096767162,34461.448010840875,34516.148916809456,34565.873015616955,34579.11853425627,34490.381557308545,34251.40905697346,34092.350039768266,33885.83493971479,33723.17820600925,33594.409095585426,33487.941791132784,33441.905422342235,33372.52090073859,33364.064755074614,33317.69801491185,33320.83480826052,33282.94034755547,33283.868465476604,33255.39516347325,33228.44931182595,32174.989613185295,34595.39880254414,0.003428461867296617,0,0,0.8247085992695175,0.8509596429937906,0.8130536219437102,0.8642607886673987,2.8718852044387813,0.9050260204645266,0,0,2021-06-28,25.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,133845.44805786572,-74710.07576866819,51715.79258101519,7419.5797081823475,1.1434683553686087,0
1031,1031,2021-06-28 02:01:51.344,34445.70096767162,645640953044.4766,645640953044.4766,34695.99867788446,34570.84982277804,34615.597114424454,34614.232615110246,34401.644580360815,34201.520640065886,33933.29102256308,33720.511506458504,33560.52147230369,33432.15823349062,33381.47448668015,33306.224373508456,33303.13637913496,33253.4332624718,33271.331274749085,33237.527983151034,33245.045886850414,33215.92418768318,33226.92186146991,33206.68131496587,33192.980639682966,32166.38765879061,34567.516465298584,0.0035364499547068107,0,0,0.8290205761936904,0.8515747175807952,0.8176935208062908,0.8680447645284383,2.835126343553875,0.91558787431534,0,0,2021-06-28,25.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,133723.18346845967,-74710.07576866819,51668.55145150743,7344.556248284047,1.1421475160800114,0
1030,1030,2021-06-28 01:01:08.369,34695.99867788446,652577238600.6144,652577238600.6144,34624.69013425728,34660.34440607087,34612.86811579604,34372.39938680956,34001.39669977094,33713.6645018568,33507.731990353925,33351.743503150006,33303.79499467755,33218.251201729196,33230.97426033677,33177.42062210094,33203.730145808644,33176.751383066694,33203.72469155298,33176.20428232881,33186.80248851594,33169.45615756487,33186.440768461805,33170.49988677433,33165.007818000864,32163.52532080995,34529.99364263638,-0.0047845584959022025,0,0,0.827092753457958,0.8545887093591413,0.8490578061724808,0.8500829792122425,2.8514945860390197,0.9121510282604639,0,0,2021-06-28,25.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,134694.87531052556,-74710.07576866819,52043.99801682669,7940.801525030678,1.1525786224660004,0
1029,1029,2021-06-28 00:01:11.532,34624.69013425728,648994562096.6472,648994562096.6472,34506.09351678513,34565.391825521205,34131.93065782307,33697.840868657695,33425.93230394265,33234.324759680436,33195.755015946095,33107.91432708338,33132.70740878084,33087.599741574624,33123.86698386509,33104.96312529574,33149.77262032474,33134.55091168033,33148.68387310462,33136.07171017789,33152.10982661379,33143.678766098965,33154.55900508685,33145.41608763472,33141.92505966174,32165.942646050968,34507.54661401582,-0.003383236637995668,0,0,0.8314224670040388,0.8509898405252295,0.8538616015710034,0.8088376860877492,2.7203764512506567,0.8526479345750808,0,0,2021-06-28,25.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,134418.04525062128,-74710.07576866819,51937.03520138592,7770.934280567162,1.1496222156392901,0
1028,1028,2021-06-27 23:01:54.218,34506.09351678513,646662079941.3894,646662079941.3894,32890.84546346474,33698.46949012493,33263.751079492315,33058.728369837016,33042.71721541822,32975.75151947973,33020.07363822067,32990.836897821246,33042.4920743684,33039.15117096044,33086.05926672639,33091.200437494066,33119.329203035915,33116.87752136612,33123.45954725115,33123.859242953644,33135.247705584145,33132.30170275198,33136.27317018261,33135.6570477948,33118.80380372393,32172.704015382642,34504.90828415071,-3.434850235484177e-05,0,0,0.8273832412294968,0.8590160261598572,0.8083685437073754,0.8052863127334786,2.6176576397147904,0.9095803867267165,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,133957.63606191432,-74710.07576866819,51759.14027517769,7488.420018068442,1.1446782148670984,0
1027,1027,2021-06-27 22:01:45.882,32890.84546346474,616495515187.4802,616495515187.4802,32767.21987425465,32829.0326688597,32853.70566018171,32872.13167340837,32908.785823541235,32927.71953187069,32961.600157421824,33000.46041558344,33035.810267552464,33065.072268870295,33096.34160826173,33118.573760606225,33114.42583969631,33125.211601413386,33124.25893865615,33133.28383642323,33129.35569991982,33136.21471220493,33135.04092540698,33137.89669931283,33098.01979820113,32184.220923713117,34496.59614819545,0.048820596190340515,1,0,0.8275890628675701,0.8551454585994128,0.8104207836236171,0.7696391436609449,2.765929657251448,0.8899297791361647,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,127687.00995435003,-74710.07576866819,49336.26819519712,3640.6659904847183,1.0737928936189611,0
1026,1026,2021-06-27 21:00:26.180,32767.21987425465,614780380865.5104,614780380865.5104,32989.5374287528,32878.37865150373,32890.557686635024,32917.117886116444,32946.653240200125,32992.736087861726,33039.320673745045,33068.173425047964,33094.33427018812,33128.90951099683,33140.805912950724,33150.48996890159,33135.99736313045,33144.55180289285,33142.3087341903,33148.00128380756,33143.073724490045,33145.619400584874,33140.75247321869,33138.86646346848,33077.538475283036,32200.334089762866,34468.117559920225,0.051908513819385105,1,0,0.8216407213382501,0.8602096147330345,0.7852949338610227,0.7926870532134993,2.367876825563863,0.9345993985826107,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,127207.07757141339,-74710.07576866819,49150.82981138198,3346.171991363226,1.0680796642539765,0
1025,1025,2021-06-27 20:01:15.563,32989.5374287528,618363129893.4164,618363129893.4164,32815.93601477983,32902.73672176631,32943.67808559787,32989.553092859096,33038.818935523326,33071.87381500849,33097.02617635088,33130.864431617265,33163.48475180553,33179.47191497305,33160.17402485245,33161.63659502658,33153.10624265524,33159.455345527436,33153.693833424826,33152.97438305437,33148.1650766797,33144.479302769556,33136.980453718286,33132.96196164764,33046.25395411478,32221.161323146105,34441.73392148412,0.04401991073283806,1,0,0.8233920561761476,0.8682875481101678,0.7937749625378205,0.8350854258372983,2.489531064955622,1.0218259858555052,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,128070.14640999843,-74710.07576866819,49484.3061431292,3875.764498201039,1.0783231048444069,0
1024,1024,2021-06-27 19:01:17.495,32815.93601477983,615090812874.6602,615090812874.6602,33153.30288407903,32984.61944942943,33035.42810012031,33070.38344921508,33104.92869449364,33140.578922805544,33164.70268688363,33196.76822423663,33195.45907814056,33192.34396610085,33163.0991652007,33168.71100171865,33165.804448399635,33161.96861859037,33152.25493268393,33147.12088063734,33140.79352885942,33139.89203854647,33128.94346957699,33123.34139671556,32998.544327573276,32247.259328505224,34443.46157631085,0.049595585534967235,1,0,0.8230128824945466,0.8660511715087245,0.7864548953676153,0.804336482175588,2.414178296168783,1.0101688038670633,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,127396.20066121312,-74710.07576866819,49223.90402216974,3462.2208703751894,1.0703361697766973,0
1023,1023,2021-06-27 18:00:31.440,33153.30288407903,621413275690.4131,621413275690.4131,33019.170617543365,33086.23675081119,33105.338798309844,33150.603803207196,33176.22915111744,33200.055565779076,33228.83376158961,33228.67959497877,33189.22885406115,33183.62362057394,33174.322838236585,33168.300206982174,33158.132788781084,33146.77634290133,33141.986828590765,33139.508557390945,33138.990548233545,33136.96306391698,33117.73932385412,33103.06236444735,32935.865452312304,32277.45920547129,34456.872832821704,0.039319459460815276,0,0,0.823002473765722,0.8639816605306772,0.792200778958479,0.7853636738524117,2.5920666670480763,0.952215491238175,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,128705.907547475,-74710.07576866819,49729.954326118546,4265.877452688263,1.0857808439700858,0
1022,1022,2021-06-27 17:00:56.546,33019.170617543365,618898720732.0569,618898720732.0569,33229.71107407361,33124.44084580849,33195.86880810455,33214.80891564526,33223.88198044071,33245.30260047956,33228.52542836793,33216.72677606928,33178.018387086704,33168.25791014322,33162.27757572775,33145.15274357801,33135.41989702156,33133.2411567484,33137.03028619113,33140.88161415581,33134.93557960043,33124.735753427754,33088.38540504059,33062.85133606767,32863.70721905694,32310.6247440943,34471.65570369062,0.043989145062763635,1,0,0.8207876652620673,0.8616261624885062,0.7817403905239022,0.771804502613184,2.398585209377674,0.9455526207351699,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,128185.18672649874,-74710.07576866819,49528.75592631505,3946.3550315155007,1.079678056872387,0
1021,1021,2021-06-27 16:02:11.417,33229.71107407361,622844412488.0061,622844412488.0061,33304.882466727606,33267.29677040061,33233.749023185985,33232.69702719557,33266.723220518405,33265.41766494314,33204.92812377063,33174.64365039363,33158.497433199715,33136.74800437917,33128.02791142827,33121.55492561911,33131.06241647525,33136.41983789733,33144.73294212051,33139.59876146263,33114.53592725504,33091.30495060938,33037.31726709474,33001.733389309724,32781.209383276684,32346.12944429692,34501.32274356609,0.0382673104396809,0,0,0.8268403647978101,0.8690722773103179,0.7951437780407171,0.757177614352827,2.385524175088825,1.000484871923715,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,129002.53517072261,-74710.07576866819,49844.566611110415,4447.892790944003,1.0892352585919076,0
1020,1020,2021-06-27 15:01:31.984,33304.882466727606,624305242015.9124,624305242015.9124,33095.520085215125,33200.20127597137,33231.64503120515,33287.071616440895,33264.112109367874,33209.112656186466,33144.35917701663,33111.06362552009,33114.998575558624,33104.80451542202,33115.08193980993,33124.87551836778,33141.7772593194,33144.232927733145,33134.46458080474,33115.68340904518,33068.07397396372,33035.52257479806,32966.1495115247,32926.11887852717,32685.026854944812,32383.84919615051,34551.194988167386,0.03742131570903684,0,0,0.8308452039838075,0.8673385416954276,0.7699222044348975,0.7575670062815226,2.2388318429989265,0.9698998472773436,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,129294.36136815968,-74710.07576866819,49957.32370009141,4626.9618994000775,1.0926182901065138,0
1019,1019,2021-06-27 14:00:32.213,33095.520085215125,620328362881.236,620328362881.236,33430.657487662764,33263.088786438944,33342.498201676644,33298.72052231675,33154.11320300505,33084.06736413869,33077.768074023545,33075.31574015192,33094.610455285416,33109.376676762586,33134.66909692562,33142.42499517028,33146.68859614689,33135.22858165431,33096.9022372856,33068.43177449133,33002.971175632374,32963.900247831254,32886.08824552966,32838.20358960429,32577.193588639435,32423.9792004307,34599.05434797365,0.04543014459017991,1,0,0.8329209456903834,0.8634202518395817,0.7781867848318706,0.7426392048851098,2.450689470005292,0.933103281630447,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,128481.58638121246,-74710.07576866819,49643.28012782268,4128.2304847215855,1.0831578911403945,0
1018,1018,2021-06-27 13:02:15.238,33430.657487662764,626634492816.9601,626634492816.9601,33413.15774616591,33421.90761691434,33254.94284295686,33077.95495575006,33014.021525272314,33003.42975418275,33072.8634062803,33090.37815804373,33124.14289823975,33136.22977907091,33150.18089341492,33145.18864646526,33123.76856716173,33099.08507741526,33039.96131169706,33003.865746068346,32924.829320030134,32874.50560241995,32790.3189336789,32734.156676165374,32456.719555681746,32466.7152662156,34610.95783876951,0.035305926948709265,0,0,0.8329339045713193,0.8657919583569816,0.7558603956065879,0.652382332011362,2.254177726048802,0.7552806653430618,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,129782.63815532817,-74710.07576866819,50145.98623149414,4926.576155165836,1.0982446757039093,0
1017,1017,2021-06-27 12:02:02.872,33413.15774616591,626069216412.9061,626069216412.9061,32762.79839183285,33087.97806899938,32900.96706854326,32868.43652974545,32992.837983093166,33054.919949776675,33107.89290980715,33131.74579981297,33148.31665990207,33149.99870809461,33140.19639951559,33126.136699386894,33074.401587668784,33045.16332284871,32967.77018043963,32918.160563750636,32824.181884809776,32764.95860264764,32677.994418651848,32615.246290248157,32330.7493348503,32512.02052039209,34602.33358756716,0.03559004660484999,0,0,0.8308702904573181,0.8679364847867482,0.7328811692965078,0.6338744753950583,2.120495361336312,0.7642481290787411,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,129714.70163271159,-74710.07576866819,50119.73661924887,4884.889244794525,1.0974643837796714,0
1016,1016,2021-06-27 11:01:59.845,32762.79839183285,613571815553.7849,613571815553.7849,32665.113744341408,32713.95606808713,32835.90599094764,33001.27297413933,33117.00191646019,33167.17364555511,33155.59868981879,33169.58804727258,33151.680756287155,33153.06033411878,33112.0769992582,33093.70929024564,33015.92505802863,32971.811431784416,32868.550947061645,32807.20684458438,32705.735320485514,32640.995581575495,32552.498161844484,32484.688156135147,32211.39626533812,32559.890189933765,34591.96542463204,0.055830610405220193,1,0,0.8327773240707261,0.8760547970940952,0.7303935260988563,0.6548070280473872,2.347393465679677,0.8263284637627379,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,127189.91273840134,-74710.07576866819,49144.19758774927,3335.6393819838777,1.0678745313936184,0
1015,1015,2021-06-27 10:00:42.797,32665.113744341408,612258755457.7457,612258755457.7457,33250.598083274905,32957.855913808155,33166.63995733102,33265.669378800034,33217.34537465002,33213.94252916776,33183.57740472636,33178.723154281186,33154.439911950394,33142.76690077348,33075.341581233086,33030.39558096009,32927.69780554019,32859.151959659976,32745.86274210713,32671.507921741417,32576.255842665476,32500.03426156638,32416.878150425793,32345.582932559533,32097.32709523435,32610.269039856168,34576.13728104925,0.05850350167658269,1,0,0.8366619862105115,0.8713349215104592,0.7171204893186226,0.6406076582212357,2.1899683345741816,0.7917833950355526,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,126810.68683584794,-74710.07576866819,48997.670616512114,3102.9404506676365,1.0633283258494732,0
1014,1014,2021-06-27 09:00:02.893,33250.598083274905,623888894417.4963,623888894417.4963,33500.249918432855,33375.424000853876,33364.698800269056,33281.011728146186,33210.5396836855,33180.54951773129,33173.86890383602,33166.04336446655,33131.09388959657,33082.26826723623,32985.44958068708,32909.91289549502,32790.60611377975,32703.633313622013,32597.1531013757,32510.948787605652,32423.812680467272,32344.813607033124,32274.28771469328,32200.22114960414,31986.264744624492,32662.670883642775,34533.03759131398,0.03856891550724151,0,0,0.8465757163209413,0.8727704662597966,0.7033062203833675,0.627316164751375,2.3578197192985604,0.7941144334982349,0,0,2021-06-27,23.0,False,0.0,0.0,3.88214435217803,0.0,0.0,26366.46265276869,101076.53842143688,129083.62155552731,-74710.07576866819,49875.89712491236,4497.648661946761,1.0901767972349965,0
1013,1013,2021-06-27 08:10:55.080,33500.249918432855,627910460335.1499,627910460335.1499,33207.6972809356,33353.97359968423,33197.32465602331,33127.20791190637,33150.55935177707,33151.28532543221,33158.21782509709,33120.259795830934,33033.44264487589,32956.16627907372,32834.37621030295,32738.529231091994,32616.66051346427,32518.946923928415,32424.744473835595,32338.0574019522,32265.814533598972,32189.325153665726,32126.15458451499,32058.13989736925,31880.07126943646,32716.66132280259,34446.30657469751,0.02824028652228372,0,0,0.844198822068596,0.868763074778936,0.7288645936473013,0.5729928190682863,2.6194133511708366,0.7113419266360406,0,1,2021-06-27,23.0,False,0.026194133511708368,0.0,3.88214435217803,0.0,877.5100190390276,26366.46265276869,101076.53842143688,130052.80601739662,-74710.07576866819,50250.37487764929,5092.355371079146,1.1013396493753156,1
1012,1012,2021-06-27 07:01:31.228,33207.6972809356,620169974335.044,620169974335.044,32873.65414378919,33040.6757123624,33057.09116778942,33115.055758658615,33152.011299087346,33149.43977334277,33082.301766564786,33012.49391611546,32878.889913271516,32783.15001793824,32642.682251881033,32535.089015643967,32421.233334392564,32329.93675223444,32251.370330068796,32172.50353555181,32112.835773732488,32039.977559525545,31990.125210223505,31933.220471521858,31779.744693755598,32772.1513977733,34331.63670257623,0.03384575004199042,0,0,0.8438095008393196,0.8645035467788752,0.7071568579144285,0.5591283406406724,2.348492666578054,0.6542372128655527,0,1,2021-06-27,23.0,False,0.023484926665780538,0.0,3.855950218666322,0.0,779.8803353822124,26366.46265276869,100199.02840239786,128047.22759182866,-73832.56574962917,49811.545921403405,4403.115920796088,1.0883954882216198,1
1011,1011,2021-06-27 06:01:22.025,32873.65414378919,616163818963.1193,616163818963.1193,33273.359102643706,33073.506623216446,33173.02034952781,33194.807414512,33146.86824759817,33088.527812308304,32942.68606566613,32840.965049251,32687.410122604946,32564.064884622163,32427.495779406887,32322.888203493243,32238.640170076316,32152.559090430845,32093.63674103481,32020.01253763465,31967.119345318602,31903.86909649828,31876.31573282021,31826.892011359538,31688.50246726442,32829.1334741762,34178.46530349722,0.039691698221341554,0,0,0.8415457800104522,0.8619335126160593,0.7525844450118574,0.5475477799332347,2.6804327763710267,0.6352988264169226,0,1,2021-06-27,23.0,False,0.026804327763710268,0.0,3.8324652920005415,0.0,881.1562004609776,26366.46265276869,99419.14806701565,125987.13852730184,-73052.68541424695,49310.48121568378,3623.971897371106,1.0734929331052332,1
1010,1010,2021-06-27 05:01:31.119,33273.359102643706,623624060557.387,623624060557.387,33271.709049034645,33272.534075839176,33216.59447949619,33153.0502124028,33030.187377018425,32905.09286456303,32739.24403283587,32592.99809729654,32440.719646639358,32314.13719713973,32218.2806275796,32122.25755215847,32066.478010785362,31987.353888756228,31946.388334234493,31875.503729891432,31840.618847677968,31790.790942249427,31777.468289898872,31733.476063004655,31608.333886959703,32887.80051937244,33975.23911196827,0.021094353808984723,0,0,0.8378629625567391,0.863607324279883,0.7850799955457934,0.5373806600754427,2.7184752292301955,0.628994162453387,0,1,2021-06-27,23.0,False,0.027184752292301956,0.0,3.8056609642368313,0.0,904.5280251381797,26366.46265276869,98537.99186655467,126627.1238859654,-72171.52921378598,49910.03865396556,4545.556018213858,1.0910749849289627,1
1009,1009,2021-06-27 04:01:38.911,33271.709049034645,620903928295.3456,620903928295.3456,33049.60071727176,33160.6548831532,33089.505945309415,32964.21644239337,32779.99835210763,32608.760247987066,32446.752161757202,32300.376863527705,32187.554747640097,32078.90114718211,32026.23447673734,31942.491445567506,31908.22976672711,31840.592676238353,31804.619125548383,31750.931223780608,31740.9630368209,31697.78881837825,31689.483836110427,31645.85540132596,31544.09238466847,32948.212629601854,33728.59198409202,0.013731874559976376,0,0,0.8314177420508684,0.8692082901534072,0.8067391415592873,0.5109393969655532,2.730380416309313,0.6416917843406249,0,1,2021-06-27,23.0,False,0.02730380416309313,0.0,3.7784762119445294,0.0,908.4442280462555,26366.46265276869,97633.4638414165,125716.36117251695,-71267.0011886478,49907.56357355197,4541.796410317176,1.091004170212069,1
1008,1008,2021-06-27 03:00:55.275,33049.60071727176,619460233604.0757,619460233604.0757,32987.11329765951,33018.35700746563,32838.92693947733,32628.819480997605,32437.52214386649,32282.04643963219,32154.001565298215,32034.25149883405,31970.24754672412,31888.064367443185,31858.74841439766,31795.406110421463,31772.955585749598,31718.866957504193,31697.243322012833,31659.871877717876,31654.61459993558,31620.07484973099,31602.226966541493,31561.165170734508,31498.036582395656,33009.457908854536,33487.941791132784,0.013263127673186936,0,0,0.8333431910309994,0.8631913397864064,0.823163056360496,0.42696591458558875,2.7441696151358363,0.5209321777809033,0,1,2021-06-27,23.0,False,0.027441696151358365,0.0,3.751172407781436,0.0,906.9371008070871,26366.46265276869,96725.01961337024,123974.75029882338,-70358.55696060155,49574.401075907634,4041.792262314193,1.081529825365423,1
1007,1007,2021-06-27 02:01:17.676,32987.11329765951,619190823941.9158,619190823941.9158,32331.880445318537,32659.496871489024,32418.712022517877,32240.619897705255,32126.57073539789,31992.64586980971,31914.50143236989,31825.378434182472,31805.881188162235,31744.686417021585,31732.063806445254,31689.29089720348,31664.778329258792,31625.929002707973,31622.50043342292,31591.133433990246,31585.53509952641,31548.565145322522,31520.10337492752,31489.17851441008,31469.248046208973,33070.77970733348,33306.224373508456,0.009673810283714168,0,0,0.8314526911342309,0.8610854461752099,0.7982182925832956,0.3741321093403248,2.3714191879070907,0.45505619086204163,0,1,2021-06-27,23.0,False,0.02371419187907091,0.0,3.7237307116300777,0.0,782.2627342773492,26366.46265276869,95818.08251256315,122835.12687451566,-69451.61985979446,49480.669946489266,3902.837068231929,1.078875994857237,1
1006,1006,2021-06-27 01:01:26.096,32331.880445318537,605783447178.6184,605783447178.6184,32023.97390177492,32177.927173546726,32062.527772892638,31961.30321478814,31858.72100422153,31773.395793258955,31736.255435995055,31691.75559136298,31683.491645880928,31657.562521177497,31646.517987961688,31611.511544973793,31587.07967615715,31565.764439822447,31559.766434557572,31535.2079899587,31511.595191118617,31481.481705413848,31458.25365389263,31438.548178458546,31460.777167255274,33131.95105802905,33177.42062210094,0.026151902244363034,0,0,0.8333678542226678,0.8584425679638076,0.7927488420899794,0.29258365653753793,2.4040998833639504,0.3429844736184444,0,1,2021-06-27,23.0,False,0.024040998833639506,0.0,3.700016519751007,0.0,777.2907000752749,26366.46265276869,95035.8197782858,119628.49176229312,-68669.35712551711,48497.82066797781,2461.313968798204,1.0507510221056873,1
1005,1005,2021-06-27 00:00:16.717,32023.97390177492,600235334320.8247,600235334320.8247,31870.28284270217,31947.128372238545,31860.07865668364,31756.051216306947,31688.07058229638,31638.932122400278,31647.255746730905,31631.216084922435,31631.63339647405,31611.290435185227,31576.505101985877,31551.08423302783,31544.44920348776,31521.176371091355,31510.649545359818,31484.298933049213,31451.368219709067,31426.90300281681,31418.84270302448,31410.624077415538,31467.014240204284,33192.77471018983,33104.96312529574,0.033755624047048904,0,0,0.8298058625828771,0.8568223499673078,0.8158568053625836,0.27830384025046806,2.538016443384662,0.32132823401716126,0,1,2021-06-27,23.0,False,0.025380164433846622,0.0,3.6759755209173672,0.0,812.7737234522602,26366.46265276869,94258.52907821053,117719.34414542123,-67892.06642544184,48035.96085266238,1791.3168673170148,1.0372911634433921,1
1004,1004,2021-06-26 23:00:19.397,31870.28284270217,597353666870.2456,597353666870.2456,31675.775039555298,31773.028941128734,31652.02377593026,31585.580084762325,31589.793662504173,31598.64560445143,31615.17642311396,31609.017228423647,31590.947473896384,31560.814036816126,31525.663364069773,31507.36066678991,31497.903538694944,31482.695721355463,31457.948320738593,31429.66771829237,31402.437785924547,31390.134817563016,31402.405451806622,31406.617100124295,31476.322062398092,33253.042684139524,33091.200437494066,0.03830896640666204,0,0,0.8300558948641745,0.85883929317081,0.7987951598851568,0.2854414447189989,2.5522457075959197,0.3409374868912822,0,1,2021-06-26,24.0,False,0.0255224570759592,0.0,3.6505953564835205,0.0,813.4079258515451,26366.46265276869,93445.75535475826,116345.50655538496,-67079.29270198957,47805.424264053254,1460.78958934213,1.0305569841044284,1
1003,1003,2021-06-26 22:00:55.286,31675.775039555298,591261386144.3785,591261386144.3785,31386.262181908274,31531.018610731786,31519.136393594395,31548.791406410728,31607.49754639868,31614.413947765035,31602.858033733344,31588.328232922664,31530.680599735868,31500.26457551694,31489.057969510035,31473.9299088423,31467.48790401598,31441.20210394132,31401.38711584615,31382.035955479627,31377.83184920148,31381.494826938706,31410.828748441952,31417.576777387923,31489.33167260812,33312.10522521193,33118.573760606225,0.04554896349810611,1,0,0.8315437594630096,0.8590702526119879,0.7861454477098087,0.28815799997795855,2.1304701959189947,0.34147173532264147,0,1,2021-06-26,24.0,False,0.02130470195918995,0.0,3.625072899407561,0.0,674.8429465440738,26366.46265276869,92632.34742890672,114826.99366362237,-66265.88477613803,47513.662559332945,1047.4463281513963,1.0220451607333658,1
1002,1002,2021-06-26 21:00:07.301,31386.262181908274,588333147842.1503,588333147842.1503,31628.246171005725,31507.254176456998,31578.446419227064,31634.558981139136,31621.330349131396,31621.713757253096,31573.798432111984,31525.505639543244,31469.848551298004,31460.35903410602,31458.801848174553,31444.333862160012,31414.91630386665,31389.592840951296,31362.684795113102,31361.871105882066,31385.157804675924,31391.254725442435,31424.32480633389,31427.929116821186,31509.051787196764,33369.29639235122,33150.48996890159,0.05621019083980805,1,0,0.8257350353010621,0.8569899680080527,0.7849473632627127,0.2615561565645007,2.222066679919314,0.30035129177102793,0,1,2021-06-26,24.0,False,0.022220666799193142,0.0,3.603768197448371,0.0,697.4236740163005,26366.46265276869,91957.50448236265,113108.81348793756,-65591.04182959396,47079.39327286241,438.3783854811845,1.0093114705820534,1
1001,1001,2021-06-26 20:00:07.370,31628.246171005725,593375062524.5233,593375062524.5233,31671.031152988533,31649.63866199713,31690.67154305121,31671.230310561325,31622.097165374795,31567.226510101333,31477.212846974504,31440.915861749847,31450.869516914023,31428.378118461034,31429.865876145457,31403.174052246864,31364.269378035944,31353.330188906217,31361.057416651034,31363.047676285994,31397.351646208943,31398.9878394908,31431.533427308488,31442.121998635383,31542.986562966154,33423.87720895381,33161.63659502658,0.048481677287137925,1,0,0.8260775118025457,0.8611864470635212,0.7973691355036273,0.28969878259833814,2.264585521939746,0.3459869038681063,0,1,2021-06-26,24.0,False,0.02264585521939746,0.0,3.581547530649178,0.0,716.2486836320578,26366.46265276869,91260.08080834635,113278.06697252988,-64893.61815557766,47442.36925650859,942.0795604436353,1.0198573464016953,1
1000,1000,2021-06-26 19:00:43.651,31671.031152988533,594535523405.0514,594535523405.0514,31792.37769522205,31731.704424105294,31651.78907807144,31581.370866654,31512.35585482787,31443.822491106097,31404.61887652518,31387.20155519014,31405.886720008035,31397.186184508457,31376.482228348246,31360.866669430852,31342.390999776486,31337.38762987571,31365.03793592097,31363.910043874817,31400.624032772655,31410.582732699935,31452.710569962288,31466.464683368416,31596.5310182071,33475.439902229955,33168.71100171865,0.047288635519806554,1,0,0.824432241665379,0.8669502946568408,0.775217508265087,0.3461878144579319,2.301691082572947,0.43998148435975504,0,1,2021-06-26,24.0,False,0.023016910825729472,0.0,3.5589016754297806,0.0,728.9692998072371,26366.46265276869,90543.83212471429,112714.08583295967,-64177.369471945596,47506.5467294828,1030.169631531273,1.0216847929906878,1
999,999,2021-06-26 18:00:20.132,31792.37769522205,587703916675.3473,587703916675.3473,31351.36976885313,31571.873732037588,31510.952655236568,31462.060904157275,31375.289127384327,31321.977295204833,31369.784233855098,31362.498835933187,31388.485649008868,31382.89238448952,31345.251110513458,31328.953199508793,31332.384259974944,31326.33784016142,31362.782151828666,31374.049960996635,31420.54143262721,31435.842157110877,31480.218796774552,31508.400262180126,31659.84246517984,33523.96260364679,33168.300206982174,0.043278377130217205,1,0,0.829391211859947,0.8727276443127644,0.7982218826489611,0.3314593145186362,2.269382754648971,0.4217849767150315,0,1,2021-06-26,24.0,False,0.02269382754648971,0.0,3.535884764604051,0.0,721.4907367082352,26366.46265276869,89814.86282490705,112414.1839230733,-63448.400172138354,47688.566542833076,1277.2172081018725,1.0267824617239165,1
